site,codon_position,codon_site,gene
111,3,37,M1
112,1,38,M1
113,2,38,M1
114,3,38,M1
115,1,39,M1
116,2,39,M1
117,3,39,M1
118,1,40,M1
119,2,40,M1
120,3,40,M1
121,1,41,M1
122,2,41,M1
123,3,41,M1
124,1,42,M1
125,2,42,M1
126,3,42,M1
127,1,43,M1
128,2,43,M1
129,3,43,M1
130,1,44,M1
131,2,44,M1
132,3,44,M1
133,1,45,M1
134,2,45,M1
135,3,45,M1
136,1,46,M1
137,2,46,M1
138,3,46,M1
139,1,47,M1
140,2,47,M1
141,3,47,M1
142,1,48,M1
143,2,48,M1
144,3,48,M1
145,1,49,M1
146,2,49,M1
147,3,49,M1
148,1,50,M1
149,2,50,M1
150,3,50,M1
151,1,51,M1
152,2,51,M1
153,3,51,M1
154,1,52,M1
155,2,52,M1
156,3,52,M1
157,1,53,M1
158,2,53,M1
159,3,53,M1
160,1,54,M1
161,2,54,M1
162,3,54,M1
163,1,55,M1
164,2,55,M1
165,3,55,M1
166,1,56,M1
167,2,56,M1
168,3,56,M1
169,1,57,M1
170,2,57,M1
171,3,57,M1
172,1,58,M1
173,2,58,M1
174,3,58,M1
175,1,59,M1
176,2,59,M1
177,3,59,M1
178,1,60,M1
179,2,60,M1
180,3,60,M1
181,1,61,M1
182,2,61,M1
183,3,61,M1
184,1,62,M1
185,2,62,M1
186,3,62,M1
187,1,63,M1
188,2,63,M1
189,3,63,M1
190,1,64,M1
191,2,64,M1
192,3,64,M1
193,1,65,M1
194,2,65,M1
195,3,65,M1
196,1,66,M1
197,2,66,M1
198,3,66,M1
199,1,67,M1
200,2,67,M1
201,3,67,M1
202,1,68,M1
203,2,68,M1
204,3,68,M1
205,1,69,M1
206,2,69,M1
207,3,69,M1
208,1,70,M1
209,2,70,M1
210,3,70,M1
211,1,71,M1
212,2,71,M1
213,3,71,M1
214,1,72,M1
215,2,72,M1
216,3,72,M1
217,1,73,M1
218,2,73,M1
219,3,73,M1
220,1,74,M1
221,2,74,M1
222,3,74,M1
223,1,75,M1
224,2,75,M1
225,3,75,M1
226,1,76,M1
227,2,76,M1
228,3,76,M1
229,1,77,M1
230,2,77,M1
231,3,77,M1
232,1,78,M1
233,2,78,M1
234,3,78,M1
235,1,79,M1
236,2,79,M1
237,3,79,M1
238,1,80,M1
239,2,80,M1
240,3,80,M1
241,1,81,M1
242,2,81,M1
243,3,81,M1
244,1,82,M1
245,2,82,M1
246,3,82,M1
247,1,83,M1
248,2,83,M1
249,3,83,M1
250,1,84,M1
251,2,84,M1
252,3,84,M1
253,1,85,M1
254,2,85,M1
255,3,85,M1
256,1,86,M1
257,2,86,M1
258,3,86,M1
259,1,87,M1
260,2,87,M1
261,3,87,M1
262,1,88,M1
263,2,88,M1
264,3,88,M1
265,1,89,M1
266,2,89,M1
267,3,89,M1
268,1,90,M1
269,2,90,M1
270,3,90,M1
271,1,91,M1
272,2,91,M1
273,3,91,M1
274,1,92,M1
275,2,92,M1
276,3,92,M1
277,1,93,M1
278,2,93,M1
279,3,93,M1
280,1,94,M1
281,2,94,M1
282,3,94,M1
283,1,95,M1
284,2,95,M1
285,3,95,M1
286,1,96,M1
287,2,96,M1
288,3,96,M1
289,1,97,M1
290,2,97,M1
291,3,97,M1
292,1,98,M1
293,2,98,M1
294,3,98,M1
295,1,99,M1
296,2,99,M1
297,3,99,M1
298,1,100,M1
299,2,100,M1
300,3,100,M1
301,1,101,M1
302,2,101,M1
303,3,101,M1
304,1,102,M1
305,2,102,M1
306,3,102,M1
307,1,103,M1
308,2,103,M1
309,3,103,M1
310,1,104,M1
311,2,104,M1
312,3,104,M1
313,1,105,M1
314,2,105,M1
315,3,105,M1
316,1,106,M1
317,2,106,M1
318,3,106,M1
319,1,107,M1
320,2,107,M1
321,3,107,M1
322,1,108,M1
323,2,108,M1
324,3,108,M1
325,1,109,M1
326,2,109,M1
327,3,109,M1
328,1,110,M1
329,2,110,M1
330,3,110,M1
331,1,111,M1
332,2,111,M1
333,3,111,M1
334,1,112,M1
335,2,112,M1
336,3,112,M1
337,1,113,M1
338,2,113,M1
339,3,113,M1
340,1,114,M1
341,2,114,M1
342,3,114,M1
343,1,115,M1
344,2,115,M1
345,3,115,M1
346,1,116,M1
347,2,116,M1
348,3,116,M1
349,1,117,M1
350,2,117,M1
351,3,117,M1
352,1,118,M1
353,2,118,M1
354,3,118,M1
355,1,119,M1
356,2,119,M1
357,3,119,M1
358,1,120,M1
359,2,120,M1
360,3,120,M1
361,1,121,M1
362,2,121,M1
363,3,121,M1
364,1,122,M1
365,2,122,M1
366,3,122,M1
367,1,123,M1
368,2,123,M1
369,3,123,M1
370,1,124,M1
371,2,124,M1
372,3,124,M1
373,1,125,M1
374,2,125,M1
375,3,125,M1
376,1,126,M1
377,2,126,M1
378,3,126,M1
379,1,127,M1
380,2,127,M1
381,3,127,M1
382,1,128,M1
383,2,128,M1
384,3,128,M1
385,1,129,M1
386,2,129,M1
387,3,129,M1
388,1,130,M1
389,2,130,M1
390,3,130,M1
391,1,131,M1
392,2,131,M1
393,3,131,M1
394,1,132,M1
395,2,132,M1
396,3,132,M1
397,1,133,M1
398,2,133,M1
399,3,133,M1
400,1,134,M1
401,2,134,M1
402,3,134,M1
403,1,135,M1
404,2,135,M1
405,3,135,M1
406,1,136,M1
407,2,136,M1
408,3,136,M1
409,1,137,M1
410,2,137,M1
411,3,137,M1
412,1,138,M1
413,2,138,M1
414,3,138,M1
415,1,139,M1
416,2,139,M1
417,3,139,M1
418,1,140,M1
419,2,140,M1
420,3,140,M1
421,1,141,M1
422,2,141,M1
423,3,141,M1
424,1,142,M1
425,2,142,M1
426,3,142,M1
427,1,143,M1
428,2,143,M1
429,3,143,M1
430,1,144,M1
431,2,144,M1
432,3,144,M1
433,1,145,M1
434,2,145,M1
435,3,145,M1
436,1,146,M1
437,2,146,M1
438,3,146,M1
439,1,147,M1
440,2,147,M1
441,3,147,M1
442,1,148,M1
443,2,148,M1
444,3,148,M1
445,1,149,M1
446,2,149,M1
447,3,149,M1
448,1,150,M1
449,2,150,M1
450,3,150,M1
451,1,151,M1
452,2,151,M1
453,3,151,M1
454,1,152,M1
455,2,152,M1
456,3,152,M1
457,1,153,M1
458,2,153,M1
459,3,153,M1
460,1,154,M1
461,2,154,M1
462,3,154,M1
463,1,155,M1
464,2,155,M1
465,3,155,M1
466,1,156,M1
467,2,156,M1
468,3,156,M1
469,1,157,M1
470,2,157,M1
471,3,157,M1
472,1,158,M1
473,2,158,M1
474,3,158,M1
475,1,159,M1
476,2,159,M1
477,3,159,M1
478,1,160,M1
479,2,160,M1
480,3,160,M1
481,1,161,M1
482,2,161,M1
483,3,161,M1
484,1,162,M1
485,2,162,M1
486,3,162,M1
487,1,163,M1
488,2,163,M1
489,3,163,M1
490,1,164,M1
491,2,164,M1
492,3,164,M1
493,1,165,M1
494,2,165,M1
495,3,165,M1
496,1,166,M1
497,2,166,M1
498,3,166,M1
499,1,167,M1
500,2,167,M1
501,3,167,M1
502,1,168,M1
503,2,168,M1
504,3,168,M1
505,1,169,M1
506,2,169,M1
507,3,169,M1
508,1,170,M1
509,2,170,M1
510,3,170,M1
511,1,171,M1
512,2,171,M1
513,3,171,M1
514,1,172,M1
515,2,172,M1
516,3,172,M1
517,1,173,M1
518,2,173,M1
519,3,173,M1
520,1,174,M1
521,2,174,M1
522,3,174,M1
523,1,175,M1
524,2,175,M1
525,3,175,M1
526,1,176,M1
527,2,176,M1
528,3,176,M1
529,1,177,M1
530,2,177,M1
531,3,177,M1
532,1,178,M1
533,2,178,M1
534,3,178,M1
535,1,179,M1
536,2,179,M1
537,3,179,M1
538,1,180,M1
539,2,180,M1
540,3,180,M1
541,1,181,M1
542,2,181,M1
543,3,181,M1
544,1,182,M1
545,2,182,M1
546,3,182,M1
547,1,183,M1
548,2,183,M1
549,3,183,M1
550,1,184,M1
551,2,184,M1
552,3,184,M1
553,1,185,M1
554,2,185,M1
555,3,185,M1
556,1,186,M1
557,2,186,M1
558,3,186,M1
559,1,187,M1
560,2,187,M1
561,3,187,M1
562,1,188,M1
563,2,188,M1
564,3,188,M1
565,1,189,M1
566,2,189,M1
567,3,189,M1
568,1,190,M1
569,2,190,M1
570,3,190,M1
571,1,191,M1
572,2,191,M1
573,3,191,M1
574,1,192,M1
575,2,192,M1
576,3,192,M1
577,1,193,M1
578,2,193,M1
579,3,193,M1
580,1,194,M1
581,2,194,M1
582,3,194,M1
583,1,195,M1
584,2,195,M1
585,3,195,M1
586,1,196,M1
587,2,196,M1
588,3,196,M1
589,1,197,M1
590,2,197,M1
591,3,197,M1
592,1,198,M1
593,2,198,M1
594,3,198,M1
595,1,199,M1
596,2,199,M1
597,3,199,M1
598,1,200,M1
599,2,200,M1
600,3,200,M1
601,1,201,M1
602,2,201,M1
603,3,201,M1
604,1,202,M1
605,2,202,M1
606,3,202,M1
607,1,203,M1
608,2,203,M1
609,3,203,M1
610,1,204,M1
611,2,204,M1
612,3,204,M1
613,1,205,M1
614,2,205,M1
615,3,205,M1
616,1,206,M1
617,2,206,M1
618,3,206,M1
619,1,207,M1
620,2,207,M1
621,3,207,M1
622,1,208,M1
623,2,208,M1
624,3,208,M1
625,1,209,M1
626,2,209,M1
627,3,209,M1
628,1,210,M1
629,2,210,M1
630,3,210,M1
631,1,211,M1
632,2,211,M1
633,3,211,M1
634,1,212,M1
635,2,212,M1
636,3,212,M1
637,1,213,M1
638,2,213,M1
639,3,213,M1
640,1,214,M1
641,2,214,M1
642,3,214,M1
643,1,215,M1
644,2,215,M1
645,3,215,M1
646,1,216,M1
647,2,216,M1
648,3,216,M1
649,1,217,M1
650,2,217,M1
651,3,217,M1
652,1,218,M1
653,2,218,M1
654,3,218,M1
655,1,219,M1
656,2,219,M1
657,3,219,M1
658,1,220,M1
659,2,220,M1
660,3,220,M1
661,1,221,M1
662,2,221,M1
663,3,221,M1
664,1,222,M1
665,2,222,M1
666,3,222,M1
667,1,223,M1
668,2,223,M1
669,3,223,M1
670,1,224,M1
671,2,224,M1
672,3,224,M1
673,1,225,M1
674,2,225,M1
675,3,225,M1
676,1,226,M1
677,2,226,M1
678,3,226,M1
679,1,227,M1
680,2,227,M1
681,3,227,M1
682,1,228,M1
683,2,228,M1
684,3,228,M1
685,1,229,M1
686,2,229,M1
687,3,229,M1
688,1,230,M1
689,2,230,M1
690,3,230,M1
691,1,231,M1
692,2,231,M1
693,3,231,M1
694,1,232,M1
695,2,232,M1
696,3,232,M1
697,1,233,M1
698,2,233,M1
699,3,233,M1
700,1,234,M1
701,2,234,M1
702,3,234,M1
703,1,235,M1
704,2,235,M1
705,3,235,M1
706,1,236,M1
707,2,236,M1
708,3,236,M1
709,1,237,M1
710,2,237,M1
711,3,237,M1
712,1,238,M1
713,2,238,M1
714,3,238,M1
715,3;1,9;239,M2;M1
716,1;2,10;239,M2;M1
717,2;3,10;239,M2;M1
718,3;1,10;240,M2;M1
719,1;2,11;240,M2;M1
720,2;3,11;240,M2;M1
721,3;1,11;241,M2;M1
722,1;2,12;241,M2;M1
723,2;3,12;241,M2;M1
724,3;1,12;242,M2;M1
725,1;2,13;242,M2;M1
726,2;3,13;242,M2;M1
727,3;1,13;243,M2;M1
728,1;2,14;243,M2;M1
729,2;3,14;243,M2;M1
730,3;1,14;244,M2;M1
731,1;2,15;244,M2;M1
732,2;3,15;244,M2;M1
733,3;1,15;245,M2;M1
734,1;2,16;245,M2;M1
735,2;3,16;245,M2;M1
736,3;1,16;246,M2;M1
737,1;2,17;246,M2;M1
738,2;3,17;246,M2;M1
739,3;1,17;247,M2;M1
740,1;2,18;247,M2;M1
741,2;3,18;247,M2;M1
742,3;1,18;248,M2;M1
743,1;2,19;248,M2;M1
744,2;3,19;248,M2;M1
745,3;1,19;249,M2;M1
746,1;2,20;249,M2;M1
747,2;3,20;249,M2;M1
748,3;1,20;250,M2;M1
749,1;2,21;250,M2;M1
750,2;3,21;250,M2;M1
751,3;1,21;251,M2;M1
752,1;2,22;251,M2;M1
753,2;3,22;251,M2;M1
754,3;1,22;252,M2;M1
755,1;2,23;252,M2;M1
756,2;3,23;252,M2;M1
757,3;1,23;253,M2;M1
758,1;2,24;253,M2;M1
759,2;3,24;253,M2;M1
760,3,24,M2
761,1,25,M2
762,2,25,M2
763,3,25,M2
764,1,26,M2
765,2,26,M2
766,3,26,M2
767,1,27,M2
768,2,27,M2
769,3,27,M2
770,1,28,M2
771,2,28,M2
772,3,28,M2
773,1,29,M2
774,2,29,M2
775,3,29,M2
776,1,30,M2
777,2,30,M2
778,3,30,M2
779,1,31,M2
780,2,31,M2
781,3,31,M2
782,1,32,M2
783,2,32,M2
784,3,32,M2
785,1,33,M2
786,2,33,M2
787,3,33,M2
788,1,34,M2
789,2,34,M2
790,3,34,M2
791,1,35,M2
792,2,35,M2
793,3,35,M2
794,1,36,M2
795,2,36,M2
796,3,36,M2
797,1,37,M2
798,2,37,M2
799,3,37,M2
800,1,38,M2
801,2,38,M2
802,3,38,M2
803,1,39,M2
804,2,39,M2
805,3,39,M2
806,1,40,M2
807,2,40,M2
808,3,40,M2
809,1,41,M2
810,2,41,M2
811,3,41,M2
812,1,42,M2
813,2,42,M2
814,3,42,M2
815,1,43,M2
816,2,43,M2
817,3,43,M2
818,1,44,M2
819,2,44,M2
820,3,44,M2
821,1,45,M2
822,2,45,M2
823,3,45,M2
824,1,46,M2
825,2,46,M2
826,3,46,M2
827,1,47,M2
828,2,47,M2
829,3,47,M2
830,1,48,M2
831,2,48,M2
832,3,48,M2
833,1,49,M2
834,2,49,M2
835,3,49,M2
836,1,50,M2
837,2,50,M2
838,3,50,M2
839,1,51,M2
840,2,51,M2
841,3,51,M2
842,1,52,M2
843,2,52,M2
844,3,52,M2
845,1,53,M2
846,2,53,M2
847,3,53,M2
848,1,54,M2
849,2,54,M2
850,3,54,M2
851,1,55,M2
852,2,55,M2
853,3,55,M2
854,1,56,M2
855,2,56,M2
856,3,56,M2
857,1,57,M2
858,2,57,M2
859,3,57,M2
860,1,58,M2
861,2,58,M2
862,3,58,M2
863,1,59,M2
864,2,59,M2
865,3,59,M2
866,1,60,M2
867,2,60,M2
868,3,60,M2
869,1,61,M2
870,2,61,M2
871,3,61,M2
872,1,62,M2
873,2,62,M2
874,3,62,M2
875,1,63,M2
876,2,63,M2
877,3,63,M2
878,1,64,M2
879,2,64,M2
880,3,64,M2
881,1,65,M2
882,2,65,M2
883,3,65,M2
884,1,66,M2
885,2,66,M2
886,3,66,M2
887,1,67,M2
888,2,67,M2
889,3,67,M2
890,1,68,M2
891,2,68,M2
892,3,68,M2
893,1,69,M2
894,2,69,M2
895,3,69,M2
896,1,70,M2
897,2,70,M2
898,3,70,M2
899,1,71,M2
900,2,71,M2
901,3,71,M2
902,1,72,M2
903,2,72,M2
904,3,72,M2
905,1,73,M2
906,2,73,M2
907,3,73,M2
908,1,74,M2
909,2,74,M2
910,3,74,M2
911,1,75,M2
912,2,75,M2
913,3,75,M2
914,1,76,M2
915,2,76,M2
916,3,76,M2
917,1,77,M2
918,2,77,M2
919,3,77,M2
920,1,78,M2
921,2,78,M2
922,3,78,M2
923,1,79,M2
924,2,79,M2
925,3,79,M2
926,1,80,M2
927,2,80,M2
928,3,80,M2
929,1,81,M2
930,2,81,M2
931,3,81,M2
932,1,82,M2
933,2,82,M2
934,3,82,M2
935,1,83,M2
936,2,83,M2
937,3,83,M2
938,1,84,M2
939,2,84,M2
940,3,84,M2
941,1,85,M2
942,2,85,M2
943,3,85,M2
944,1,86,M2
945,2,86,M2
946,3,86,M2
947,1,87,M2
948,2,87,M2
949,3,87,M2
950,1,88,M2
951,2,88,M2
952,3,88,M2
953,1,89,M2
954,2,89,M2
955,3,89,M2
956,1,90,M2
957,2,90,M2
958,3,90,M2
959,1,91,M2
960,2,91,M2
961,3,91,M2
962,1,92,M2
963,2,92,M2
964,3,92,M2
965,1,93,M2
966,2,93,M2
967,3,93,M2
968,1,94,M2
969,2,94,M2
970,3,94,M2
971,1,95,M2
972,2,95,M2
973,3,95,M2
974,1,96,M2
975,2,96,M2
976,3,96,M2
977,1,97,M2
978,2,97,M2
979,3,97,M2
980,1,98,M2
981,2,98,M2
982,3,98,M2
