site,codon_position,codon_site,gene
219,3,73,PB2
220,1,74,PB2
221,2,74,PB2
222,3,74,PB2
223,1,75,PB2
224,2,75,PB2
225,3,75,PB2
226,1,76,PB2
227,2,76,PB2
228,3,76,PB2
229,1,77,PB2
230,2,77,PB2
231,3,77,PB2
232,1,78,PB2
233,2,78,PB2
234,3,78,PB2
235,1,79,PB2
236,2,79,PB2
237,3,79,PB2
238,1,80,PB2
239,2,80,PB2
240,3,80,PB2
241,1,81,PB2
242,2,81,PB2
243,3,81,PB2
244,1,82,PB2
245,2,82,PB2
246,3,82,PB2
247,1,83,PB2
248,2,83,PB2
249,3,83,PB2
250,1,84,PB2
251,2,84,PB2
252,3,84,PB2
253,1,85,PB2
254,2,85,PB2
255,3,85,PB2
256,1,86,PB2
257,2,86,PB2
258,3,86,PB2
259,1,87,PB2
260,2,87,PB2
261,3,87,PB2
262,1,88,PB2
263,2,88,PB2
264,3,88,PB2
265,1,89,PB2
266,2,89,PB2
267,3,89,PB2
268,1,90,PB2
269,2,90,PB2
270,3,90,PB2
271,1,91,PB2
272,2,91,PB2
273,3,91,PB2
274,1,92,PB2
275,2,92,PB2
276,3,92,PB2
277,1,93,PB2
278,2,93,PB2
279,3,93,PB2
280,1,94,PB2
281,2,94,PB2
282,3,94,PB2
283,1,95,PB2
284,2,95,PB2
285,3,95,PB2
286,1,96,PB2
287,2,96,PB2
288,3,96,PB2
289,1,97,PB2
290,2,97,PB2
291,3,97,PB2
292,1,98,PB2
293,2,98,PB2
294,3,98,PB2
295,1,99,PB2
296,2,99,PB2
297,3,99,PB2
298,1,100,PB2
299,2,100,PB2
300,3,100,PB2
301,1,101,PB2
302,2,101,PB2
303,3,101,PB2
304,1,102,PB2
305,2,102,PB2
306,3,102,PB2
307,1,103,PB2
308,2,103,PB2
309,3,103,PB2
310,1,104,PB2
311,2,104,PB2
312,3,104,PB2
313,1,105,PB2
314,2,105,PB2
315,3,105,PB2
316,1,106,PB2
317,2,106,PB2
318,3,106,PB2
319,1,107,PB2
320,2,107,PB2
321,3,107,PB2
322,1,108,PB2
323,2,108,PB2
324,3,108,PB2
325,1,109,PB2
326,2,109,PB2
327,3,109,PB2
328,1,110,PB2
329,2,110,PB2
330,3,110,PB2
331,1,111,PB2
332,2,111,PB2
333,3,111,PB2
334,1,112,PB2
335,2,112,PB2
336,3,112,PB2
337,1,113,PB2
338,2,113,PB2
339,3,113,PB2
340,1,114,PB2
341,2,114,PB2
342,3,114,PB2
343,1,115,PB2
344,2,115,PB2
345,3,115,PB2
346,1,116,PB2
347,2,116,PB2
348,3,116,PB2
349,1,117,PB2
350,2,117,PB2
351,3,117,PB2
352,1,118,PB2
353,2,118,PB2
354,3,118,PB2
355,1,119,PB2
356,2,119,PB2
357,3,119,PB2
358,1,120,PB2
359,2,120,PB2
360,3,120,PB2
361,1,121,PB2
362,2,121,PB2
363,3,121,PB2
364,1,122,PB2
365,2,122,PB2
366,3,122,PB2
367,1,123,PB2
368,2,123,PB2
369,3,123,PB2
370,1,124,PB2
371,2,124,PB2
372,3,124,PB2
373,1,125,PB2
374,2,125,PB2
375,3,125,PB2
376,1,126,PB2
377,2,126,PB2
378,3,126,PB2
379,1,127,PB2
380,2,127,PB2
381,3,127,PB2
382,1,128,PB2
383,2,128,PB2
384,3,128,PB2
385,1,129,PB2
386,2,129,PB2
387,3,129,PB2
388,1,130,PB2
389,2,130,PB2
390,3,130,PB2
391,1,131,PB2
392,2,131,PB2
393,3,131,PB2
394,1,132,PB2
395,2,132,PB2
396,3,132,PB2
397,1,133,PB2
398,2,133,PB2
399,3,133,PB2
400,1,134,PB2
401,2,134,PB2
402,3,134,PB2
403,1,135,PB2
404,2,135,PB2
405,3,135,PB2
406,1,136,PB2
407,2,136,PB2
408,3,136,PB2
409,1,137,PB2
410,2,137,PB2
411,3,137,PB2
412,1,138,PB2
413,2,138,PB2
414,3,138,PB2
415,1,139,PB2
416,2,139,PB2
417,3,139,PB2
418,1,140,PB2
419,2,140,PB2
420,3,140,PB2
421,1,141,PB2
422,2,141,PB2
423,3,141,PB2
424,1,142,PB2
425,2,142,PB2
426,3,142,PB2
427,1,143,PB2
428,2,143,PB2
429,3,143,PB2
430,1,144,PB2
431,2,144,PB2
432,3,144,PB2
433,1,145,PB2
434,2,145,PB2
435,3,145,PB2
436,1,146,PB2
437,2,146,PB2
438,3,146,PB2
439,1,147,PB2
440,2,147,PB2
441,3,147,PB2
442,1,148,PB2
443,2,148,PB2
444,3,148,PB2
445,1,149,PB2
446,2,149,PB2
447,3,149,PB2
448,1,150,PB2
449,2,150,PB2
450,3,150,PB2
451,1,151,PB2
452,2,151,PB2
453,3,151,PB2
454,1,152,PB2
455,2,152,PB2
456,3,152,PB2
457,1,153,PB2
458,2,153,PB2
459,3,153,PB2
460,1,154,PB2
461,2,154,PB2
462,3,154,PB2
463,1,155,PB2
464,2,155,PB2
465,3,155,PB2
466,1,156,PB2
467,2,156,PB2
468,3,156,PB2
469,1,157,PB2
470,2,157,PB2
471,3,157,PB2
472,1,158,PB2
473,2,158,PB2
474,3,158,PB2
475,1,159,PB2
476,2,159,PB2
477,3,159,PB2
478,1,160,PB2
479,2,160,PB2
480,3,160,PB2
481,1,161,PB2
482,2,161,PB2
483,3,161,PB2
484,1,162,PB2
485,2,162,PB2
486,3,162,PB2
487,1,163,PB2
488,2,163,PB2
489,3,163,PB2
490,1,164,PB2
491,2,164,PB2
492,3,164,PB2
493,1,165,PB2
494,2,165,PB2
495,3,165,PB2
496,1,166,PB2
497,2,166,PB2
498,3,166,PB2
499,1,167,PB2
500,2,167,PB2
501,3,167,PB2
502,1,168,PB2
503,2,168,PB2
504,3,168,PB2
505,1,169,PB2
506,2,169,PB2
507,3,169,PB2
508,1,170,PB2
509,2,170,PB2
510,3,170,PB2
511,1,171,PB2
512,2,171,PB2
513,3,171,PB2
514,1,172,PB2
515,2,172,PB2
516,3,172,PB2
517,1,173,PB2
518,2,173,PB2
519,3,173,PB2
520,1,174,PB2
521,2,174,PB2
522,3,174,PB2
523,1,175,PB2
524,2,175,PB2
525,3,175,PB2
526,1,176,PB2
527,2,176,PB2
528,3,176,PB2
529,1,177,PB2
530,2,177,PB2
531,3,177,PB2
532,1,178,PB2
533,2,178,PB2
534,3,178,PB2
535,1,179,PB2
536,2,179,PB2
537,3,179,PB2
538,1,180,PB2
539,2,180,PB2
540,3,180,PB2
541,1,181,PB2
542,2,181,PB2
543,3,181,PB2
544,1,182,PB2
545,2,182,PB2
546,3,182,PB2
547,1,183,PB2
548,2,183,PB2
549,3,183,PB2
550,1,184,PB2
551,2,184,PB2
552,3,184,PB2
553,1,185,PB2
554,2,185,PB2
555,3,185,PB2
556,1,186,PB2
557,2,186,PB2
558,3,186,PB2
559,1,187,PB2
560,2,187,PB2
561,3,187,PB2
562,1,188,PB2
563,2,188,PB2
564,3,188,PB2
565,1,189,PB2
566,2,189,PB2
567,3,189,PB2
568,1,190,PB2
569,2,190,PB2
570,3,190,PB2
571,1,191,PB2
572,2,191,PB2
573,3,191,PB2
574,1,192,PB2
575,2,192,PB2
576,3,192,PB2
577,1,193,PB2
578,2,193,PB2
579,3,193,PB2
580,1,194,PB2
581,2,194,PB2
582,3,194,PB2
583,1,195,PB2
584,2,195,PB2
585,3,195,PB2
586,1,196,PB2
587,2,196,PB2
588,3,196,PB2
589,1,197,PB2
590,2,197,PB2
591,3,197,PB2
592,1,198,PB2
593,2,198,PB2
594,3,198,PB2
595,1,199,PB2
596,2,199,PB2
597,3,199,PB2
598,1,200,PB2
599,2,200,PB2
600,3,200,PB2
601,1,201,PB2
602,2,201,PB2
603,3,201,PB2
604,1,202,PB2
605,2,202,PB2
606,3,202,PB2
607,1,203,PB2
608,2,203,PB2
609,3,203,PB2
610,1,204,PB2
611,2,204,PB2
612,3,204,PB2
613,1,205,PB2
614,2,205,PB2
615,3,205,PB2
616,1,206,PB2
617,2,206,PB2
618,3,206,PB2
619,1,207,PB2
620,2,207,PB2
621,3,207,PB2
622,1,208,PB2
623,2,208,PB2
624,3,208,PB2
625,1,209,PB2
626,2,209,PB2
627,3,209,PB2
628,1,210,PB2
629,2,210,PB2
630,3,210,PB2
631,1,211,PB2
632,2,211,PB2
633,3,211,PB2
634,1,212,PB2
635,2,212,PB2
636,3,212,PB2
637,1,213,PB2
638,2,213,PB2
639,3,213,PB2
640,1,214,PB2
641,2,214,PB2
642,3,214,PB2
643,1,215,PB2
644,2,215,PB2
645,3,215,PB2
646,1,216,PB2
647,2,216,PB2
648,3,216,PB2
649,1,217,PB2
650,2,217,PB2
651,3,217,PB2
652,1,218,PB2
653,2,218,PB2
654,3,218,PB2
655,1,219,PB2
656,2,219,PB2
657,3,219,PB2
658,1,220,PB2
659,2,220,PB2
660,3,220,PB2
661,1,221,PB2
662,2,221,PB2
663,3,221,PB2
664,1,222,PB2
665,2,222,PB2
666,3,222,PB2
667,1,223,PB2
668,2,223,PB2
669,3,223,PB2
670,1,224,PB2
671,2,224,PB2
672,3,224,PB2
673,1,225,PB2
674,2,225,PB2
675,3,225,PB2
676,1,226,PB2
677,2,226,PB2
678,3,226,PB2
679,1,227,PB2
680,2,227,PB2
681,3,227,PB2
682,1,228,PB2
683,2,228,PB2
684,3,228,PB2
685,1,229,PB2
686,2,229,PB2
687,3,229,PB2
688,1,230,PB2
689,2,230,PB2
690,3,230,PB2
691,1,231,PB2
692,2,231,PB2
693,3,231,PB2
694,1,232,PB2
695,2,232,PB2
696,3,232,PB2
697,1,233,PB2
698,2,233,PB2
699,3,233,PB2
700,1,234,PB2
701,2,234,PB2
702,3,234,PB2
703,1,235,PB2
704,2,235,PB2
705,3,235,PB2
706,1,236,PB2
707,2,236,PB2
708,3,236,PB2
709,1,237,PB2
710,2,237,PB2
711,3,237,PB2
712,1,238,PB2
713,2,238,PB2
714,3,238,PB2
715,1,239,PB2
716,2,239,PB2
717,3,239,PB2
718,1,240,PB2
719,2,240,PB2
720,3,240,PB2
721,1,241,PB2
722,2,241,PB2
723,3,241,PB2
724,1,242,PB2
725,2,242,PB2
726,3,242,PB2
727,1,243,PB2
728,2,243,PB2
729,3,243,PB2
730,1,244,PB2
731,2,244,PB2
732,3,244,PB2
733,1,245,PB2
734,2,245,PB2
735,3,245,PB2
736,1,246,PB2
737,2,246,PB2
738,3,246,PB2
739,1,247,PB2
740,2,247,PB2
741,3,247,PB2
742,1,248,PB2
743,2,248,PB2
744,3,248,PB2
745,1,249,PB2
746,2,249,PB2
747,3,249,PB2
748,1,250,PB2
749,2,250,PB2
750,3,250,PB2
751,1,251,PB2
752,2,251,PB2
753,3,251,PB2
754,1,252,PB2
755,2,252,PB2
756,3,252,PB2
757,1,253,PB2
758,2,253,PB2
759,3,253,PB2
760,1,254,PB2
761,2,254,PB2
762,3,254,PB2
763,1,255,PB2
764,2,255,PB2
765,3,255,PB2
766,1,256,PB2
767,2,256,PB2
768,3,256,PB2
769,1,257,PB2
770,2,257,PB2
771,3,257,PB2
772,1,258,PB2
773,2,258,PB2
774,3,258,PB2
775,1,259,PB2
776,2,259,PB2
777,3,259,PB2
778,1,260,PB2
779,2,260,PB2
780,3,260,PB2
781,1,261,PB2
782,2,261,PB2
783,3,261,PB2
784,1,262,PB2
785,2,262,PB2
786,3,262,PB2
787,1,263,PB2
788,2,263,PB2
789,3,263,PB2
790,1,264,PB2
791,2,264,PB2
792,3,264,PB2
793,1,265,PB2
794,2,265,PB2
795,3,265,PB2
796,1,266,PB2
797,2,266,PB2
798,3,266,PB2
799,1,267,PB2
800,2,267,PB2
801,3,267,PB2
802,1,268,PB2
803,2,268,PB2
804,3,268,PB2
805,1,269,PB2
806,2,269,PB2
807,3,269,PB2
808,1,270,PB2
809,2,270,PB2
810,3,270,PB2
811,1,271,PB2
812,2,271,PB2
813,3,271,PB2
814,1,272,PB2
815,2,272,PB2
816,3,272,PB2
817,1,273,PB2
818,2,273,PB2
819,3,273,PB2
820,1,274,PB2
821,2,274,PB2
822,3,274,PB2
823,1,275,PB2
824,2,275,PB2
825,3,275,PB2
826,1,276,PB2
827,2,276,PB2
828,3,276,PB2
829,1,277,PB2
830,2,277,PB2
831,3,277,PB2
832,1,278,PB2
833,2,278,PB2
834,3,278,PB2
835,1,279,PB2
836,2,279,PB2
837,3,279,PB2
838,1,280,PB2
839,2,280,PB2
840,3,280,PB2
841,1,281,PB2
842,2,281,PB2
843,3,281,PB2
844,1,282,PB2
845,2,282,PB2
846,3,282,PB2
847,1,283,PB2
848,2,283,PB2
849,3,283,PB2
850,1,284,PB2
851,2,284,PB2
852,3,284,PB2
853,1,285,PB2
854,2,285,PB2
855,3,285,PB2
856,1,286,PB2
857,2,286,PB2
858,3,286,PB2
859,1,287,PB2
860,2,287,PB2
861,3,287,PB2
862,1,288,PB2
863,2,288,PB2
864,3,288,PB2
865,1,289,PB2
866,2,289,PB2
867,3,289,PB2
868,1,290,PB2
869,2,290,PB2
870,3,290,PB2
871,1,291,PB2
872,2,291,PB2
873,3,291,PB2
874,1,292,PB2
875,2,292,PB2
876,3,292,PB2
877,1,293,PB2
878,2,293,PB2
879,3,293,PB2
880,1,294,PB2
881,2,294,PB2
882,3,294,PB2
883,1,295,PB2
884,2,295,PB2
885,3,295,PB2
886,1,296,PB2
887,2,296,PB2
888,3,296,PB2
889,1,297,PB2
890,2,297,PB2
891,3,297,PB2
892,1,298,PB2
893,2,298,PB2
894,3,298,PB2
895,1,299,PB2
896,2,299,PB2
897,3,299,PB2
898,1,300,PB2
899,2,300,PB2
900,3,300,PB2
901,1,301,PB2
902,2,301,PB2
903,3,301,PB2
904,1,302,PB2
905,2,302,PB2
906,3,302,PB2
907,1,303,PB2
908,2,303,PB2
909,3,303,PB2
910,1,304,PB2
911,2,304,PB2
912,3,304,PB2
913,1,305,PB2
914,2,305,PB2
915,3,305,PB2
916,1,306,PB2
917,2,306,PB2
918,3,306,PB2
919,1,307,PB2
920,2,307,PB2
921,3,307,PB2
922,1,308,PB2
923,2,308,PB2
924,3,308,PB2
925,1,309,PB2
926,2,309,PB2
927,3,309,PB2
928,1,310,PB2
929,2,310,PB2
930,3,310,PB2
931,1,311,PB2
932,2,311,PB2
933,3,311,PB2
934,1,312,PB2
935,2,312,PB2
936,3,312,PB2
937,1,313,PB2
938,2,313,PB2
939,3,313,PB2
940,1,314,PB2
941,2,314,PB2
942,3,314,PB2
943,1,315,PB2
944,2,315,PB2
945,3,315,PB2
946,1,316,PB2
947,2,316,PB2
948,3,316,PB2
949,1,317,PB2
950,2,317,PB2
951,3,317,PB2
952,1,318,PB2
953,2,318,PB2
954,3,318,PB2
955,1,319,PB2
956,2,319,PB2
957,3,319,PB2
958,1,320,PB2
959,2,320,PB2
960,3,320,PB2
961,1,321,PB2
962,2,321,PB2
963,3,321,PB2
964,1,322,PB2
965,2,322,PB2
966,3,322,PB2
967,1,323,PB2
968,2,323,PB2
969,3,323,PB2
970,1,324,PB2
971,2,324,PB2
972,3,324,PB2
973,1,325,PB2
974,2,325,PB2
975,3,325,PB2
976,1,326,PB2
977,2,326,PB2
978,3,326,PB2
979,1,327,PB2
980,2,327,PB2
981,3,327,PB2
982,1,328,PB2
983,2,328,PB2
984,3,328,PB2
985,1,329,PB2
986,2,329,PB2
987,3,329,PB2
988,1,330,PB2
989,2,330,PB2
990,3,330,PB2
991,1,331,PB2
992,2,331,PB2
993,3,331,PB2
994,1,332,PB2
995,2,332,PB2
996,3,332,PB2
997,1,333,PB2
998,2,333,PB2
999,3,333,PB2
1000,1,334,PB2
1001,2,334,PB2
1002,3,334,PB2
1003,1,335,PB2
1004,2,335,PB2
1005,3,335,PB2
1006,1,336,PB2
1007,2,336,PB2
1008,3,336,PB2
1009,1,337,PB2
1010,2,337,PB2
1011,3,337,PB2
1012,1,338,PB2
1013,2,338,PB2
1014,3,338,PB2
1015,1,339,PB2
1016,2,339,PB2
1017,3,339,PB2
1018,1,340,PB2
1019,2,340,PB2
1020,3,340,PB2
1021,1,341,PB2
1022,2,341,PB2
1023,3,341,PB2
1024,1,342,PB2
1025,2,342,PB2
1026,3,342,PB2
1027,1,343,PB2
1028,2,343,PB2
1029,3,343,PB2
1030,1,344,PB2
1031,2,344,PB2
1032,3,344,PB2
1033,1,345,PB2
1034,2,345,PB2
1035,3,345,PB2
1036,1,346,PB2
1037,2,346,PB2
1038,3,346,PB2
1039,1,347,PB2
1040,2,347,PB2
1041,3,347,PB2
1042,1,348,PB2
1043,2,348,PB2
1044,3,348,PB2
1045,1,349,PB2
1046,2,349,PB2
1047,3,349,PB2
1048,1,350,PB2
1049,2,350,PB2
1050,3,350,PB2
1051,1,351,PB2
1052,2,351,PB2
1053,3,351,PB2
1054,1,352,PB2
1055,2,352,PB2
1056,3,352,PB2
1057,1,353,PB2
1058,2,353,PB2
1059,3,353,PB2
1060,1,354,PB2
1061,2,354,PB2
1062,3,354,PB2
1063,1,355,PB2
1064,2,355,PB2
1065,3,355,PB2
1066,1,356,PB2
1067,2,356,PB2
1068,3,356,PB2
1069,1,357,PB2
1070,2,357,PB2
1071,3,357,PB2
1072,1,358,PB2
1073,2,358,PB2
1074,3,358,PB2
1075,1,359,PB2
1076,2,359,PB2
1077,3,359,PB2
1078,1,360,PB2
1079,2,360,PB2
1080,3,360,PB2
1081,1,361,PB2
1082,2,361,PB2
1083,3,361,PB2
1084,1,362,PB2
1085,2,362,PB2
1086,3,362,PB2
1087,1,363,PB2
1088,2,363,PB2
1089,3,363,PB2
1090,1,364,PB2
1091,2,364,PB2
1092,3,364,PB2
1093,1,365,PB2
1094,2,365,PB2
1095,3,365,PB2
1096,1,366,PB2
1097,2,366,PB2
1098,3,366,PB2
1099,1,367,PB2
1100,2,367,PB2
1101,3,367,PB2
1102,1,368,PB2
1103,2,368,PB2
1104,3,368,PB2
1105,1,369,PB2
1106,2,369,PB2
1107,3,369,PB2
1108,1,370,PB2
1109,2,370,PB2
1110,3,370,PB2
1111,1,371,PB2
1112,2,371,PB2
1113,3,371,PB2
1114,1,372,PB2
1115,2,372,PB2
1116,3,372,PB2
1117,1,373,PB2
1118,2,373,PB2
1119,3,373,PB2
1120,1,374,PB2
1121,2,374,PB2
1122,3,374,PB2
1123,1,375,PB2
1124,2,375,PB2
1125,3,375,PB2
1126,1,376,PB2
1127,2,376,PB2
1128,3,376,PB2
1129,1,377,PB2
1130,2,377,PB2
1131,3,377,PB2
1132,1,378,PB2
1133,2,378,PB2
1134,3,378,PB2
1135,1,379,PB2
1136,2,379,PB2
1137,3,379,PB2
1138,1,380,PB2
1139,2,380,PB2
1140,3,380,PB2
1141,1,381,PB2
1142,2,381,PB2
1143,3,381,PB2
1144,1,382,PB2
1145,2,382,PB2
1146,3,382,PB2
1147,1,383,PB2
1148,2,383,PB2
1149,3,383,PB2
1150,1,384,PB2
1151,2,384,PB2
1152,3,384,PB2
1153,1,385,PB2
1154,2,385,PB2
1155,3,385,PB2
1156,1,386,PB2
1157,2,386,PB2
1158,3,386,PB2
1159,1,387,PB2
1160,2,387,PB2
1161,3,387,PB2
1162,1,388,PB2
1163,2,388,PB2
1164,3,388,PB2
1165,1,389,PB2
1166,2,389,PB2
1167,3,389,PB2
1168,1,390,PB2
1169,2,390,PB2
1170,3,390,PB2
1171,1,391,PB2
1172,2,391,PB2
1173,3,391,PB2
1174,1,392,PB2
1175,2,392,PB2
1176,3,392,PB2
1177,1,393,PB2
1178,2,393,PB2
1179,3,393,PB2
1180,1,394,PB2
1181,2,394,PB2
1182,3,394,PB2
1183,1,395,PB2
1184,2,395,PB2
1185,3,395,PB2
1186,1,396,PB2
1187,2,396,PB2
1188,3,396,PB2
1189,1,397,PB2
1190,2,397,PB2
1191,3,397,PB2
1192,1,398,PB2
1193,2,398,PB2
1194,3,398,PB2
1195,1,399,PB2
1196,2,399,PB2
1197,3,399,PB2
1198,1,400,PB2
1199,2,400,PB2
1200,3,400,PB2
1201,1,401,PB2
1202,2,401,PB2
1203,3,401,PB2
1204,1,402,PB2
1205,2,402,PB2
1206,3,402,PB2
1207,1,403,PB2
1208,2,403,PB2
1209,3,403,PB2
1210,1,404,PB2
1211,2,404,PB2
1212,3,404,PB2
1213,1,405,PB2
1214,2,405,PB2
1215,3,405,PB2
1216,1,406,PB2
1217,2,406,PB2
1218,3,406,PB2
1219,1,407,PB2
1220,2,407,PB2
1221,3,407,PB2
1222,1,408,PB2
1223,2,408,PB2
1224,3,408,PB2
1225,1,409,PB2
1226,2,409,PB2
1227,3,409,PB2
1228,1,410,PB2
1229,2,410,PB2
1230,3,410,PB2
1231,1,411,PB2
1232,2,411,PB2
1233,3,411,PB2
1234,1,412,PB2
1235,2,412,PB2
1236,3,412,PB2
1237,1,413,PB2
1238,2,413,PB2
1239,3,413,PB2
1240,1,414,PB2
1241,2,414,PB2
1242,3,414,PB2
1243,1,415,PB2
1244,2,415,PB2
1245,3,415,PB2
1246,1,416,PB2
1247,2,416,PB2
1248,3,416,PB2
1249,1,417,PB2
1250,2,417,PB2
1251,3,417,PB2
1252,1,418,PB2
1253,2,418,PB2
1254,3,418,PB2
1255,1,419,PB2
1256,2,419,PB2
1257,3,419,PB2
1258,1,420,PB2
1259,2,420,PB2
1260,3,420,PB2
1261,1,421,PB2
1262,2,421,PB2
1263,3,421,PB2
1264,1,422,PB2
1265,2,422,PB2
1266,3,422,PB2
1267,1,423,PB2
1268,2,423,PB2
1269,3,423,PB2
1270,1,424,PB2
1271,2,424,PB2
1272,3,424,PB2
1273,1,425,PB2
1274,2,425,PB2
1275,3,425,PB2
1276,1,426,PB2
1277,2,426,PB2
1278,3,426,PB2
1279,1,427,PB2
1280,2,427,PB2
1281,3,427,PB2
1282,1,428,PB2
1283,2,428,PB2
1284,3,428,PB2
1285,1,429,PB2
1286,2,429,PB2
1287,3,429,PB2
1288,1,430,PB2
1289,2,430,PB2
1290,3,430,PB2
1291,1,431,PB2
1292,2,431,PB2
1293,3,431,PB2
1294,1,432,PB2
1295,2,432,PB2
1296,3,432,PB2
1297,1,433,PB2
1298,2,433,PB2
1299,3,433,PB2
1300,1,434,PB2
1301,2,434,PB2
1302,3,434,PB2
1303,1,435,PB2
1304,2,435,PB2
1305,3,435,PB2
1306,1,436,PB2
1307,2,436,PB2
1308,3,436,PB2
1309,1,437,PB2
1310,2,437,PB2
1311,3,437,PB2
1312,1,438,PB2
1313,2,438,PB2
1314,3,438,PB2
1315,1,439,PB2
1316,2,439,PB2
1317,3,439,PB2
1318,1,440,PB2
1319,2,440,PB2
1320,3,440,PB2
1321,1,441,PB2
1322,2,441,PB2
1323,3,441,PB2
1324,1,442,PB2
1325,2,442,PB2
1326,3,442,PB2
1327,1,443,PB2
1328,2,443,PB2
1329,3,443,PB2
1330,1,444,PB2
1331,2,444,PB2
1332,3,444,PB2
1333,1,445,PB2
1334,2,445,PB2
1335,3,445,PB2
1336,1,446,PB2
1337,2,446,PB2
1338,3,446,PB2
1339,1,447,PB2
1340,2,447,PB2
1341,3,447,PB2
1342,1,448,PB2
1343,2,448,PB2
1344,3,448,PB2
1345,1,449,PB2
1346,2,449,PB2
1347,3,449,PB2
1348,1,450,PB2
1349,2,450,PB2
1350,3,450,PB2
1351,1,451,PB2
1352,2,451,PB2
1353,3,451,PB2
1354,1,452,PB2
1355,2,452,PB2
1356,3,452,PB2
1357,1,453,PB2
1358,2,453,PB2
1359,3,453,PB2
1360,1,454,PB2
