site,codon_position,codon_site,gene
279,3,93,NA
280,1,94,NA
281,2,94,NA
282,3,94,NA
283,1,95,NA
284,2,95,NA
285,3,95,NA
286,1,96,NA
287,2,96,NA
288,3,96,NA
289,1,97,NA
290,2,97,NA
291,3,97,NA
292,1,98,NA
293,2,98,NA
294,3,98,NA
295,1,99,NA
296,2,99,NA
297,3,99,NA
298,1,100,NA
299,2,100,NA
300,3,100,NA
301,1,101,NA
302,2,101,NA
303,3,101,NA
304,1,102,NA
305,2,102,NA
306,3,102,NA
307,1,103,NA
308,2,103,NA
309,3,103,NA
310,1,104,NA
311,2,104,NA
312,3,104,NA
313,1,105,NA
314,2,105,NA
315,3,105,NA
316,1,106,NA
317,2,106,NA
318,3,106,NA
319,1,107,NA
320,2,107,NA
321,3,107,NA
322,1,108,NA
323,2,108,NA
324,3,108,NA
325,1,109,NA
326,2,109,NA
327,3,109,NA
328,1,110,NA
329,2,110,NA
330,3,110,NA
331,1,111,NA
332,2,111,NA
333,3,111,NA
334,1,112,NA
335,2,112,NA
336,3,112,NA
337,1,113,NA
338,2,113,NA
339,3,113,NA
340,1,114,NA
341,2,114,NA
342,3,114,NA
343,1,115,NA
344,2,115,NA
345,3,115,NA
346,1,116,NA
347,2,116,NA
348,3,116,NA
349,1,117,NA
350,2,117,NA
351,3,117,NA
352,1,118,NA
353,2,118,NA
354,3,118,NA
355,1,119,NA
356,2,119,NA
357,3,119,NA
358,1,120,NA
359,2,120,NA
360,3,120,NA
361,1,121,NA
362,2,121,NA
363,3,121,NA
364,1,122,NA
365,2,122,NA
366,3,122,NA
367,1,123,NA
368,2,123,NA
369,3,123,NA
370,1,124,NA
371,2,124,NA
372,3,124,NA
373,1,125,NA
374,2,125,NA
375,3,125,NA
376,1,126,NA
377,2,126,NA
378,3,126,NA
379,1,127,NA
380,2,127,NA
381,3,127,NA
382,1,128,NA
383,2,128,NA
384,3,128,NA
385,1,129,NA
386,2,129,NA
387,3,129,NA
388,1,130,NA
389,2,130,NA
390,3,130,NA
391,1,131,NA
392,2,131,NA
393,3,131,NA
394,1,132,NA
395,2,132,NA
396,3,132,NA
397,1,133,NA
398,2,133,NA
399,3,133,NA
400,1,134,NA
401,2,134,NA
402,3,134,NA
403,1,135,NA
404,2,135,NA
405,3,135,NA
406,1,136,NA
407,2,136,NA
408,3,136,NA
409,1,137,NA
410,2,137,NA
411,3,137,NA
412,1,138,NA
413,2,138,NA
414,3,138,NA
415,1,139,NA
416,2,139,NA
417,3,139,NA
418,1,140,NA
419,2,140,NA
420,3,140,NA
421,1,141,NA
422,2,141,NA
423,3,141,NA
424,1,142,NA
425,2,142,NA
426,3,142,NA
427,1,143,NA
428,2,143,NA
429,3,143,NA
430,1,144,NA
431,2,144,NA
432,3,144,NA
433,1,145,NA
434,2,145,NA
435,3,145,NA
436,1,146,NA
437,2,146,NA
438,3,146,NA
439,1,147,NA
440,2,147,NA
441,3,147,NA
442,1,148,NA
443,2,148,NA
444,3,148,NA
445,1,149,NA
446,2,149,NA
447,3,149,NA
448,1,150,NA
449,2,150,NA
450,3,150,NA
451,1,151,NA
452,2,151,NA
453,3,151,NA
454,1,152,NA
455,2,152,NA
456,3,152,NA
457,1,153,NA
458,2,153,NA
459,3,153,NA
460,1,154,NA
461,2,154,NA
462,3,154,NA
463,1,155,NA
464,2,155,NA
465,3,155,NA
466,1,156,NA
467,2,156,NA
468,3,156,NA
469,1,157,NA
470,2,157,NA
471,3,157,NA
472,1,158,NA
473,2,158,NA
474,3,158,NA
475,1,159,NA
476,2,159,NA
477,3,159,NA
478,1,160,NA
479,2,160,NA
480,3,160,NA
481,1,161,NA
482,2,161,NA
483,3,161,NA
484,1,162,NA
485,2,162,NA
486,3,162,NA
487,1,163,NA
488,2,163,NA
489,3,163,NA
490,1,164,NA
491,2,164,NA
492,3,164,NA
493,1,165,NA
494,2,165,NA
495,3,165,NA
496,1,166,NA
497,2,166,NA
498,3,166,NA
499,1,167,NA
500,2,167,NA
501,3,167,NA
502,1,168,NA
503,2,168,NA
504,3,168,NA
505,1,169,NA
506,2,169,NA
507,3,169,NA
508,1,170,NA
509,2,170,NA
510,3,170,NA
511,1,171,NA
512,2,171,NA
513,3,171,NA
514,1,172,NA
515,2,172,NA
516,3,172,NA
517,1,173,NA
518,2,173,NA
519,3,173,NA
520,1,174,NA
521,2,174,NA
522,3,174,NA
523,1,175,NA
524,2,175,NA
525,3,175,NA
526,1,176,NA
527,2,176,NA
528,3,176,NA
529,1,177,NA
530,2,177,NA
531,3,177,NA
532,1,178,NA
533,2,178,NA
534,3,178,NA
535,1,179,NA
536,2,179,NA
537,3,179,NA
538,1,180,NA
539,2,180,NA
540,3,180,NA
541,1,181,NA
542,2,181,NA
543,3,181,NA
544,1,182,NA
545,2,182,NA
546,3,182,NA
547,1,183,NA
548,2,183,NA
549,3,183,NA
550,1,184,NA
551,2,184,NA
552,3,184,NA
553,1,185,NA
554,2,185,NA
555,3,185,NA
556,1,186,NA
557,2,186,NA
558,3,186,NA
559,1,187,NA
560,2,187,NA
561,3,187,NA
562,1,188,NA
563,2,188,NA
564,3,188,NA
565,1,189,NA
566,2,189,NA
567,3,189,NA
568,1,190,NA
569,2,190,NA
570,3,190,NA
571,1,191,NA
572,2,191,NA
573,3,191,NA
574,1,192,NA
575,2,192,NA
576,3,192,NA
577,1,193,NA
578,2,193,NA
579,3,193,NA
580,1,194,NA
581,2,194,NA
582,3,194,NA
583,1,195,NA
584,2,195,NA
585,3,195,NA
586,1,196,NA
587,2,196,NA
588,3,196,NA
589,1,197,NA
590,2,197,NA
591,3,197,NA
592,1,198,NA
593,2,198,NA
594,3,198,NA
595,1,199,NA
596,2,199,NA
597,3,199,NA
598,1,200,NA
599,2,200,NA
600,3,200,NA
601,1,201,NA
602,2,201,NA
603,3,201,NA
604,1,202,NA
605,2,202,NA
606,3,202,NA
607,1,203,NA
608,2,203,NA
609,3,203,NA
610,1,204,NA
611,2,204,NA
612,3,204,NA
613,1,205,NA
614,2,205,NA
615,3,205,NA
616,1,206,NA
617,2,206,NA
618,3,206,NA
619,1,207,NA
620,2,207,NA
621,3,207,NA
622,1,208,NA
623,2,208,NA
624,3,208,NA
625,1,209,NA
626,2,209,NA
627,3,209,NA
628,1,210,NA
629,2,210,NA
630,3,210,NA
631,1,211,NA
632,2,211,NA
633,3,211,NA
634,1,212,NA
635,2,212,NA
636,3,212,NA
637,1,213,NA
638,2,213,NA
639,3,213,NA
640,1,214,NA
641,2,214,NA
642,3,214,NA
643,1,215,NA
644,2,215,NA
645,3,215,NA
646,1,216,NA
647,2,216,NA
648,3,216,NA
649,1,217,NA
650,2,217,NA
651,3,217,NA
652,1,218,NA
653,2,218,NA
654,3,218,NA
655,1,219,NA
656,2,219,NA
657,3,219,NA
658,1,220,NA
659,2,220,NA
660,3,220,NA
661,1,221,NA
662,2,221,NA
663,3,221,NA
664,1,222,NA
665,2,222,NA
666,3,222,NA
667,1,223,NA
668,2,223,NA
669,3,223,NA
670,1,224,NA
671,2,224,NA
672,3,224,NA
673,1,225,NA
674,2,225,NA
675,3,225,NA
676,1,226,NA
677,2,226,NA
678,3,226,NA
679,1,227,NA
680,2,227,NA
681,3,227,NA
682,1,228,NA
683,2,228,NA
684,3,228,NA
685,1,229,NA
686,2,229,NA
687,3,229,NA
688,1,230,NA
689,2,230,NA
690,3,230,NA
691,1,231,NA
692,2,231,NA
693,3,231,NA
694,1,232,NA
695,2,232,NA
696,3,232,NA
697,1,233,NA
698,2,233,NA
699,3,233,NA
700,1,234,NA
701,2,234,NA
702,3,234,NA
703,1,235,NA
704,2,235,NA
705,3,235,NA
706,1,236,NA
707,2,236,NA
708,3,236,NA
709,1,237,NA
710,2,237,NA
711,3,237,NA
712,1,238,NA
713,2,238,NA
714,3,238,NA
715,1,239,NA
716,2,239,NA
717,3,239,NA
718,1,240,NA
719,2,240,NA
720,3,240,NA
721,1,241,NA
722,2,241,NA
723,3,241,NA
724,1,242,NA
725,2,242,NA
726,3,242,NA
727,1,243,NA
728,2,243,NA
729,3,243,NA
730,1,244,NA
731,2,244,NA
732,3,244,NA
733,1,245,NA
734,2,245,NA
735,3,245,NA
736,1,246,NA
737,2,246,NA
738,3,246,NA
739,1,247,NA
740,2,247,NA
741,3,247,NA
742,1,248,NA
743,2,248,NA
744,3,248,NA
745,1,249,NA
746,2,249,NA
747,3,249,NA
748,1,250,NA
749,2,250,NA
750,3,250,NA
751,1,251,NA
752,2,251,NA
753,3,251,NA
754,1,252,NA
755,2,252,NA
756,3,252,NA
757,1,253,NA
758,2,253,NA
759,3,253,NA
760,1,254,NA
761,2,254,NA
762,3,254,NA
763,1,255,NA
764,2,255,NA
765,3,255,NA
766,1,256,NA
767,2,256,NA
768,3,256,NA
769,1,257,NA
770,2,257,NA
771,3,257,NA
772,1,258,NA
773,2,258,NA
774,3,258,NA
775,1,259,NA
776,2,259,NA
777,3,259,NA
778,1,260,NA
779,2,260,NA
780,3,260,NA
781,1,261,NA
782,2,261,NA
783,3,261,NA
784,1,262,NA
785,2,262,NA
786,3,262,NA
787,1,263,NA
788,2,263,NA
789,3,263,NA
790,1,264,NA
791,2,264,NA
792,3,264,NA
793,1,265,NA
794,2,265,NA
795,3,265,NA
796,1,266,NA
797,2,266,NA
798,3,266,NA
799,1,267,NA
800,2,267,NA
801,3,267,NA
802,1,268,NA
803,2,268,NA
804,3,268,NA
805,1,269,NA
806,2,269,NA
807,3,269,NA
808,1,270,NA
809,2,270,NA
810,3,270,NA
811,1,271,NA
812,2,271,NA
813,3,271,NA
814,1,272,NA
815,2,272,NA
816,3,272,NA
817,1,273,NA
818,2,273,NA
819,3,273,NA
820,1,274,NA
821,2,274,NA
822,3,274,NA
823,1,275,NA
824,2,275,NA
825,3,275,NA
826,1,276,NA
827,2,276,NA
828,3,276,NA
829,1,277,NA
830,2,277,NA
831,3,277,NA
832,1,278,NA
833,2,278,NA
834,3,278,NA
835,1,279,NA
836,2,279,NA
837,3,279,NA
838,1,280,NA
839,2,280,NA
840,3,280,NA
841,1,281,NA
842,2,281,NA
843,3,281,NA
844,1,282,NA
845,2,282,NA
846,3,282,NA
847,1,283,NA
848,2,283,NA
849,3,283,NA
850,1,284,NA
851,2,284,NA
852,3,284,NA
853,1,285,NA
854,2,285,NA
855,3,285,NA
856,1,286,NA
857,2,286,NA
858,3,286,NA
859,1,287,NA
860,2,287,NA
861,3,287,NA
862,1,288,NA
863,2,288,NA
864,3,288,NA
865,1,289,NA
866,2,289,NA
867,3,289,NA
868,1,290,NA
869,2,290,NA
870,3,290,NA
871,1,291,NA
872,2,291,NA
873,3,291,NA
874,1,292,NA
875,2,292,NA
876,3,292,NA
877,1,293,NA
878,2,293,NA
879,3,293,NA
880,1,294,NA
881,2,294,NA
882,3,294,NA
883,1,295,NA
884,2,295,NA
885,3,295,NA
886,1,296,NA
887,2,296,NA
888,3,296,NA
889,1,297,NA
890,2,297,NA
891,3,297,NA
892,1,298,NA
893,2,298,NA
894,3,298,NA
895,1,299,NA
896,2,299,NA
897,3,299,NA
898,1,300,NA
899,2,300,NA
900,3,300,NA
901,1,301,NA
902,2,301,NA
903,3,301,NA
904,1,302,NA
905,2,302,NA
906,3,302,NA
907,1,303,NA
908,2,303,NA
909,3,303,NA
910,1,304,NA
911,2,304,NA
912,3,304,NA
913,1,305,NA
914,2,305,NA
915,3,305,NA
916,1,306,NA
917,2,306,NA
918,3,306,NA
919,1,307,NA
920,2,307,NA
921,3,307,NA
922,1,308,NA
923,2,308,NA
924,3,308,NA
925,1,309,NA
926,2,309,NA
927,3,309,NA
928,1,310,NA
929,2,310,NA
930,3,310,NA
931,1,311,NA
932,2,311,NA
933,3,311,NA
934,1,312,NA
935,2,312,NA
936,3,312,NA
937,1,313,NA
938,2,313,NA
939,3,313,NA
940,1,314,NA
941,2,314,NA
942,3,314,NA
943,1,315,NA
944,2,315,NA
945,3,315,NA
946,1,316,NA
947,2,316,NA
948,3,316,NA
949,1,317,NA
950,2,317,NA
951,3,317,NA
952,1,318,NA
953,2,318,NA
954,3,318,NA
955,1,319,NA
956,2,319,NA
957,3,319,NA
958,1,320,NA
959,2,320,NA
960,3,320,NA
961,1,321,NA
962,2,321,NA
963,3,321,NA
964,1,322,NA
965,2,322,NA
966,3,322,NA
967,1,323,NA
968,2,323,NA
969,3,323,NA
970,1,324,NA
971,2,324,NA
972,3,324,NA
973,1,325,NA
974,2,325,NA
975,3,325,NA
976,1,326,NA
977,2,326,NA
978,3,326,NA
979,1,327,NA
980,2,327,NA
981,3,327,NA
982,1,328,NA
983,2,328,NA
984,3,328,NA
985,1,329,NA
986,2,329,NA
987,3,329,NA
988,1,330,NA
989,2,330,NA
990,3,330,NA
991,1,331,NA
992,2,331,NA
993,3,331,NA
994,1,332,NA
995,2,332,NA
996,3,332,NA
997,1,333,NA
998,2,333,NA
999,3,333,NA
1000,1,334,NA
1001,2,334,NA
1002,3,334,NA
1003,1,335,NA
1004,2,335,NA
1005,3,335,NA
1006,1,336,NA
1007,2,336,NA
1008,3,336,NA
1009,1,337,NA
1010,2,337,NA
1011,3,337,NA
1012,1,338,NA
1013,2,338,NA
1014,3,338,NA
1015,1,339,NA
1016,2,339,NA
1017,3,339,NA
1018,1,340,NA
1019,2,340,NA
1020,3,340,NA
1021,1,341,NA
1022,2,341,NA
1023,3,341,NA
1024,1,342,NA
1025,2,342,NA
1026,3,342,NA
1027,1,343,NA
1028,2,343,NA
1029,3,343,NA
1030,1,344,NA
1031,2,344,NA
1032,3,344,NA
1033,1,345,NA
1034,2,345,NA
1035,3,345,NA
1036,1,346,NA
1037,2,346,NA
1038,3,346,NA
1039,1,347,NA
1040,2,347,NA
1041,3,347,NA
1042,1,348,NA
1043,2,348,NA
1044,3,348,NA
1045,1,349,NA
1046,2,349,NA
1047,3,349,NA
1048,1,350,NA
1049,2,350,NA
1050,3,350,NA
1051,1,351,NA
1052,2,351,NA
1053,3,351,NA
1054,1,352,NA
1055,2,352,NA
1056,3,352,NA
1057,1,353,NA
1058,2,353,NA
1059,3,353,NA
1060,1,354,NA
1061,2,354,NA
1062,3,354,NA
1063,1,355,NA
1064,2,355,NA
1065,3,355,NA
1066,1,356,NA
1067,2,356,NA
1068,3,356,NA
1069,1,357,NA
1070,2,357,NA
1071,3,357,NA
1072,1,358,NA
1073,2,358,NA
1074,3,358,NA
1075,1,359,NA
1076,2,359,NA
1077,3,359,NA
1078,1,360,NA
1079,2,360,NA
1080,3,360,NA
1081,1,361,NA
1082,2,361,NA
1083,3,361,NA
1084,1,362,NA
1085,2,362,NA
1086,3,362,NA
1087,1,363,NA
1088,2,363,NA
1089,3,363,NA
1090,1,364,NA
1091,2,364,NA
1092,3,364,NA
1093,1,365,NA
1094,2,365,NA
1095,3,365,NA
1096,1,366,NA
1097,2,366,NA
1098,3,366,NA
1099,1,367,NA
1100,2,367,NA
1101,3,367,NA
1102,1,368,NA
1103,2,368,NA
1104,3,368,NA
1105,1,369,NA
1106,2,369,NA
1107,3,369,NA
1108,1,370,NA
1109,2,370,NA
1110,3,370,NA
1111,1,371,NA
1112,2,371,NA
1113,3,371,NA
1114,1,372,NA
1115,2,372,NA
1116,3,372,NA
1117,1,373,NA
1118,2,373,NA
1119,3,373,NA
1120,1,374,NA
1121,2,374,NA
1122,3,374,NA
1123,1,375,NA
1124,2,375,NA
1125,3,375,NA
1126,1,376,NA
1127,2,376,NA
1128,3,376,NA
1129,1,377,NA
1130,2,377,NA
1131,3,377,NA
1132,1,378,NA
1133,2,378,NA
1134,3,378,NA
1135,1,379,NA
1136,2,379,NA
1137,3,379,NA
1138,1,380,NA
1139,2,380,NA
1140,3,380,NA
1141,1,381,NA
1142,2,381,NA
1143,3,381,NA
1144,1,382,NA
1145,2,382,NA
1146,3,382,NA
1147,1,383,NA
1148,2,383,NA
1149,3,383,NA
1150,1,384,NA
1151,2,384,NA
1152,3,384,NA
1153,1,385,NA
1154,2,385,NA
1155,3,385,NA
1156,1,386,NA
1157,2,386,NA
1158,3,386,NA
1159,1,387,NA
1160,2,387,NA
1161,3,387,NA
1162,1,388,NA
1163,2,388,NA
1164,3,388,NA
1165,1,389,NA
1166,2,389,NA
1167,3,389,NA
1168,1,390,NA
1169,2,390,NA
1170,3,390,NA
1171,1,391,NA
1172,2,391,NA
1173,3,391,NA
1174,1,392,NA
1175,2,392,NA
1176,3,392,NA
1177,1,393,NA
1178,2,393,NA
1179,3,393,NA
1180,1,394,NA
1181,2,394,NA
1182,3,394,NA
1183,1,395,NA
1184,2,395,NA
1185,3,395,NA
1186,1,396,NA
1187,2,396,NA
1188,3,396,NA
1189,1,397,NA
1190,2,397,NA
1191,3,397,NA
1192,1,398,NA
1193,2,398,NA
1194,3,398,NA
1195,1,399,NA
1196,2,399,NA
1197,3,399,NA
1198,1,400,NA
1199,2,400,NA
1200,3,400,NA
1201,1,401,NA
1202,2,401,NA
1203,3,401,NA
1204,1,402,NA
1205,2,402,NA
1206,3,402,NA
1207,1,403,NA
1208,2,403,NA
1209,3,403,NA
1210,1,404,NA
1211,2,404,NA
1212,3,404,NA
1213,1,405,NA
1214,2,405,NA
1215,3,405,NA
1216,1,406,NA
1217,2,406,NA
1218,3,406,NA
1219,1,407,NA
1220,2,407,NA
1221,3,407,NA
1222,1,408,NA
1223,2,408,NA
1224,3,408,NA
1225,1,409,NA
1226,2,409,NA
1227,3,409,NA
1228,1,410,NA
1229,2,410,NA
1230,3,410,NA
1231,1,411,NA
1232,2,411,NA
1233,3,411,NA
1234,1,412,NA
1235,2,412,NA
1236,3,412,NA
1237,1,413,NA
1238,2,413,NA
1239,3,413,NA
1240,1,414,NA
1241,2,414,NA
1242,3,414,NA
1243,1,415,NA
1244,2,415,NA
1245,3,415,NA
1246,1,416,NA
1247,2,416,NA
1248,3,416,NA
1249,1,417,NA
1250,2,417,NA
1251,3,417,NA
1252,1,418,NA
1253,2,418,NA
1254,3,418,NA
1255,1,419,NA
1256,2,419,NA
1257,3,419,NA
1258,1,420,NA
1259,2,420,NA
1260,3,420,NA
1261,1,421,NA
1262,2,421,NA
1263,3,421,NA
1264,1,422,NA
1265,2,422,NA
1266,3,422,NA
1267,1,423,NA
1268,2,423,NA
1269,3,423,NA
1270,1,424,NA
1271,2,424,NA
1272,3,424,NA
1273,1,425,NA
1274,2,425,NA
1275,3,425,NA
1276,1,426,NA
1277,2,426,NA
1278,3,426,NA
1279,1,427,NA
1280,2,427,NA
1281,3,427,NA
1282,1,428,NA
1283,2,428,NA
1284,3,428,NA
1285,1,429,NA
1286,2,429,NA
1287,3,429,NA
1288,1,430,NA
1289,2,430,NA
1290,3,430,NA
1291,1,431,NA
1292,2,431,NA
1293,3,431,NA
1294,1,432,NA
1295,2,432,NA
1296,3,432,NA
1297,1,433,NA
1298,2,433,NA
1299,3,433,NA
1300,1,434,NA
1301,2,434,NA
1302,3,434,NA
1303,1,435,NA
1304,2,435,NA
1305,3,435,NA
1306,1,436,NA
1307,2,436,NA
1308,3,436,NA
1309,1,437,NA
1310,2,437,NA
1311,3,437,NA
1312,1,438,NA
1313,2,438,NA
1314,3,438,NA
1315,1,439,NA
1316,2,439,NA
1317,3,439,NA
1318,1,440,NA
1319,2,440,NA
1320,3,440,NA
1321,1,441,NA
1322,2,441,NA
1323,3,441,NA
1324,1,442,NA
1325,2,442,NA
1326,3,442,NA
1327,1,443,NA
1328,2,443,NA
1329,3,443,NA
1330,1,444,NA
1331,2,444,NA
1332,3,444,NA
1333,1,445,NA
1334,2,445,NA
1335,3,445,NA
1336,1,446,NA
1337,2,446,NA
1338,3,446,NA
1339,1,447,NA
1340,2,447,NA
1341,3,447,NA
1342,1,448,NA
1343,2,448,NA
1344,3,448,NA
1345,1,449,NA
1346,2,449,NA
1347,3,449,NA
1348,1,450,NA
1349,2,450,NA
1350,3,450,NA
1351,1,451,NA
1352,2,451,NA
1353,3,451,NA
1354,1,452,NA
1355,2,452,NA
1356,3,452,NA
1357,1,453,NA
1358,2,453,NA
1359,3,453,NA
1360,1,454,NA
1361,2,454,NA
1362,3,454,NA
1363,1,455,NA
1364,2,455,NA
1365,3,455,NA
1366,1,456,NA
1367,2,456,NA
1368,3,456,NA
1369,1,457,NA
1370,2,457,NA
1371,3,457,NA
1372,1,458,NA
1373,2,458,NA
1374,3,458,NA
1375,1,459,NA
1376,2,459,NA
1377,3,459,NA
1378,1,460,NA
1379,2,460,NA
1380,3,460,NA
1381,1,461,NA
1382,2,461,NA
1383,3,461,NA
1384,1,462,NA
1385,2,462,NA
1386,3,462,NA
1387,1,463,NA
1388,2,463,NA
1389,3,463,NA
1390,1,464,NA
1391,2,464,NA
1392,3,464,NA
1393,1,465,NA
1394,2,465,NA
1395,3,465,NA
1396,1,466,NA
1397,2,466,NA
1398,3,466,NA
1399,1,467,NA
1400,2,467,NA
1401,3,467,NA
1402,1,468,NA
1403,2,468,NA
1404,3,468,NA
1405,1,469,NA
1406,2,469,NA
1407,3,469,NA
1408,1,470,NA
1409,2,470,NA
1410,3,470,NA
1411,1,471,NA
1412,2,471,NA
1413,3,471,NA
