site,codon_position,codon_site,gene
293,2,98,HA
294,3,98,HA
295,1,99,HA
296,2,99,HA
297,3,99,HA
298,1,100,HA
299,2,100,HA
300,3,100,HA
301,1,101,HA
302,2,101,HA
303,3,101,HA
304,1,102,HA
305,2,102,HA
306,3,102,HA
307,1,103,HA
308,2,103,HA
309,3,103,HA
310,1,104,HA
311,2,104,HA
312,3,104,HA
313,1,105,HA
314,2,105,HA
315,3,105,HA
316,1,106,HA
317,2,106,HA
318,3,106,HA
319,1,107,HA
320,2,107,HA
321,3,107,HA
322,1,108,HA
323,2,108,HA
324,3,108,HA
325,1,109,HA
326,2,109,HA
327,3,109,HA
328,1,110,HA
329,2,110,HA
330,3,110,HA
331,1,111,HA
332,2,111,HA
333,3,111,HA
334,1,112,HA
335,2,112,HA
336,3,112,HA
337,1,113,HA
338,2,113,HA
339,3,113,HA
340,1,114,HA
341,2,114,HA
342,3,114,HA
343,1,115,HA
344,2,115,HA
345,3,115,HA
346,1,116,HA
347,2,116,HA
348,3,116,HA
349,1,117,HA
350,2,117,HA
351,3,117,HA
352,1,118,HA
353,2,118,HA
354,3,118,HA
355,1,119,HA
356,2,119,HA
357,3,119,HA
358,1,120,HA
359,2,120,HA
360,3,120,HA
361,1,121,HA
362,2,121,HA
363,3,121,HA
364,1,122,HA
365,2,122,HA
366,3,122,HA
367,1,123,HA
368,2,123,HA
369,3,123,HA
370,1,124,HA
371,2,124,HA
372,3,124,HA
373,1,125,HA
374,2,125,HA
375,3,125,HA
376,1,126,HA
377,2,126,HA
378,3,126,HA
379,1,127,HA
380,2,127,HA
381,3,127,HA
382,1,128,HA
383,2,128,HA
384,3,128,HA
385,1,129,HA
386,2,129,HA
387,3,129,HA
388,1,130,HA
389,2,130,HA
390,3,130,HA
391,1,131,HA
392,2,131,HA
393,3,131,HA
394,1,132,HA
395,2,132,HA
396,3,132,HA
397,1,133,HA
398,2,133,HA
399,3,133,HA
400,1,134,HA
401,2,134,HA
402,3,134,HA
403,1,135,HA
404,2,135,HA
405,3,135,HA
406,1,136,HA
407,2,136,HA
408,3,136,HA
409,1,137,HA
410,2,137,HA
411,3,137,HA
412,1,138,HA
413,2,138,HA
414,3,138,HA
415,1,139,HA
416,2,139,HA
417,3,139,HA
418,1,140,HA
419,2,140,HA
420,3,140,HA
421,1,141,HA
422,2,141,HA
423,3,141,HA
424,1,142,HA
425,2,142,HA
426,3,142,HA
427,1,143,HA
428,2,143,HA
429,3,143,HA
430,1,144,HA
431,2,144,HA
432,3,144,HA
433,1,145,HA
434,2,145,HA
435,3,145,HA
436,1,146,HA
437,2,146,HA
438,3,146,HA
439,1,147,HA
440,2,147,HA
441,3,147,HA
442,1,148,HA
443,2,148,HA
444,3,148,HA
445,1,149,HA
446,2,149,HA
447,3,149,HA
448,1,150,HA
449,2,150,HA
450,3,150,HA
451,1,151,HA
452,2,151,HA
453,3,151,HA
454,1,152,HA
455,2,152,HA
456,3,152,HA
457,1,153,HA
458,2,153,HA
459,3,153,HA
460,1,154,HA
461,2,154,HA
462,3,154,HA
463,1,155,HA
464,2,155,HA
465,3,155,HA
466,1,156,HA
467,2,156,HA
468,3,156,HA
469,1,157,HA
470,2,157,HA
471,3,157,HA
472,1,158,HA
473,2,158,HA
474,3,158,HA
475,1,159,HA
476,2,159,HA
477,3,159,HA
478,1,160,HA
479,2,160,HA
480,3,160,HA
481,1,161,HA
482,2,161,HA
483,3,161,HA
484,1,162,HA
485,2,162,HA
486,3,162,HA
487,1,163,HA
488,2,163,HA
489,3,163,HA
490,1,164,HA
491,2,164,HA
492,3,164,HA
493,1,165,HA
494,2,165,HA
495,3,165,HA
496,1,166,HA
497,2,166,HA
498,3,166,HA
499,1,167,HA
500,2,167,HA
501,3,167,HA
502,1,168,HA
503,2,168,HA
504,3,168,HA
505,1,169,HA
506,2,169,HA
507,3,169,HA
508,1,170,HA
509,2,170,HA
510,3,170,HA
511,1,171,HA
512,2,171,HA
513,3,171,HA
514,1,172,HA
515,2,172,HA
516,3,172,HA
517,1,173,HA
518,2,173,HA
519,3,173,HA
520,1,174,HA
521,2,174,HA
522,3,174,HA
523,1,175,HA
524,2,175,HA
525,3,175,HA
526,1,176,HA
527,2,176,HA
528,3,176,HA
529,1,177,HA
530,2,177,HA
531,3,177,HA
532,1,178,HA
533,2,178,HA
534,3,178,HA
535,1,179,HA
536,2,179,HA
537,3,179,HA
538,1,180,HA
539,2,180,HA
540,3,180,HA
541,1,181,HA
542,2,181,HA
543,3,181,HA
544,1,182,HA
545,2,182,HA
546,3,182,HA
547,1,183,HA
548,2,183,HA
549,3,183,HA
550,1,184,HA
551,2,184,HA
552,3,184,HA
553,1,185,HA
554,2,185,HA
555,3,185,HA
556,1,186,HA
557,2,186,HA
558,3,186,HA
559,1,187,HA
560,2,187,HA
561,3,187,HA
562,1,188,HA
563,2,188,HA
564,3,188,HA
565,1,189,HA
566,2,189,HA
567,3,189,HA
568,1,190,HA
569,2,190,HA
570,3,190,HA
571,1,191,HA
572,2,191,HA
573,3,191,HA
574,1,192,HA
575,2,192,HA
576,3,192,HA
577,1,193,HA
578,2,193,HA
579,3,193,HA
580,1,194,HA
581,2,194,HA
582,3,194,HA
583,1,195,HA
584,2,195,HA
585,3,195,HA
586,1,196,HA
587,2,196,HA
588,3,196,HA
589,1,197,HA
590,2,197,HA
591,3,197,HA
592,1,198,HA
593,2,198,HA
594,3,198,HA
595,1,199,HA
596,2,199,HA
597,3,199,HA
598,1,200,HA
599,2,200,HA
600,3,200,HA
601,1,201,HA
602,2,201,HA
603,3,201,HA
604,1,202,HA
605,2,202,HA
606,3,202,HA
607,1,203,HA
608,2,203,HA
609,3,203,HA
610,1,204,HA
611,2,204,HA
612,3,204,HA
613,1,205,HA
614,2,205,HA
615,3,205,HA
616,1,206,HA
617,2,206,HA
618,3,206,HA
619,1,207,HA
620,2,207,HA
621,3,207,HA
622,1,208,HA
623,2,208,HA
624,3,208,HA
625,1,209,HA
626,2,209,HA
627,3,209,HA
628,1,210,HA
629,2,210,HA
630,3,210,HA
631,1,211,HA
632,2,211,HA
633,3,211,HA
634,1,212,HA
635,2,212,HA
636,3,212,HA
637,1,213,HA
638,2,213,HA
639,3,213,HA
640,1,214,HA
641,2,214,HA
642,3,214,HA
643,1,215,HA
644,2,215,HA
645,3,215,HA
646,1,216,HA
647,2,216,HA
648,3,216,HA
649,1,217,HA
650,2,217,HA
651,3,217,HA
652,1,218,HA
653,2,218,HA
654,3,218,HA
655,1,219,HA
656,2,219,HA
657,3,219,HA
658,1,220,HA
659,2,220,HA
660,3,220,HA
661,1,221,HA
662,2,221,HA
663,3,221,HA
664,1,222,HA
665,2,222,HA
666,3,222,HA
667,1,223,HA
668,2,223,HA
669,3,223,HA
670,1,224,HA
671,2,224,HA
672,3,224,HA
673,1,225,HA
674,2,225,HA
675,3,225,HA
676,1,226,HA
677,2,226,HA
678,3,226,HA
679,1,227,HA
680,2,227,HA
681,3,227,HA
682,1,228,HA
683,2,228,HA
684,3,228,HA
685,1,229,HA
686,2,229,HA
687,3,229,HA
688,1,230,HA
689,2,230,HA
690,3,230,HA
691,1,231,HA
692,2,231,HA
693,3,231,HA
694,1,232,HA
695,2,232,HA
696,3,232,HA
697,1,233,HA
698,2,233,HA
699,3,233,HA
700,1,234,HA
701,2,234,HA
702,3,234,HA
703,1,235,HA
704,2,235,HA
705,3,235,HA
706,1,236,HA
707,2,236,HA
708,3,236,HA
709,1,237,HA
710,2,237,HA
711,3,237,HA
712,1,238,HA
713,2,238,HA
714,3,238,HA
715,1,239,HA
716,2,239,HA
717,3,239,HA
718,1,240,HA
719,2,240,HA
720,3,240,HA
721,1,241,HA
722,2,241,HA
723,3,241,HA
724,1,242,HA
725,2,242,HA
726,3,242,HA
727,1,243,HA
728,2,243,HA
729,3,243,HA
730,1,244,HA
731,2,244,HA
732,3,244,HA
733,1,245,HA
734,2,245,HA
735,3,245,HA
736,1,246,HA
737,2,246,HA
738,3,246,HA
739,1,247,HA
740,2,247,HA
741,3,247,HA
742,1,248,HA
743,2,248,HA
744,3,248,HA
745,1,249,HA
746,2,249,HA
747,3,249,HA
748,1,250,HA
749,2,250,HA
750,3,250,HA
751,1,251,HA
752,2,251,HA
753,3,251,HA
754,1,252,HA
755,2,252,HA
756,3,252,HA
757,1,253,HA
758,2,253,HA
759,3,253,HA
760,1,254,HA
761,2,254,HA
762,3,254,HA
763,1,255,HA
764,2,255,HA
765,3,255,HA
766,1,256,HA
767,2,256,HA
768,3,256,HA
769,1,257,HA
770,2,257,HA
771,3,257,HA
772,1,258,HA
773,2,258,HA
774,3,258,HA
775,1,259,HA
776,2,259,HA
777,3,259,HA
778,1,260,HA
779,2,260,HA
780,3,260,HA
781,1,261,HA
782,2,261,HA
783,3,261,HA
784,1,262,HA
785,2,262,HA
786,3,262,HA
787,1,263,HA
788,2,263,HA
789,3,263,HA
790,1,264,HA
791,2,264,HA
792,3,264,HA
793,1,265,HA
794,2,265,HA
795,3,265,HA
796,1,266,HA
797,2,266,HA
798,3,266,HA
799,1,267,HA
800,2,267,HA
801,3,267,HA
802,1,268,HA
803,2,268,HA
804,3,268,HA
805,1,269,HA
806,2,269,HA
807,3,269,HA
808,1,270,HA
809,2,270,HA
810,3,270,HA
811,1,271,HA
812,2,271,HA
813,3,271,HA
814,1,272,HA
815,2,272,HA
816,3,272,HA
817,1,273,HA
818,2,273,HA
819,3,273,HA
820,1,274,HA
821,2,274,HA
822,3,274,HA
823,1,275,HA
824,2,275,HA
825,3,275,HA
826,1,276,HA
827,2,276,HA
828,3,276,HA
829,1,277,HA
830,2,277,HA
831,3,277,HA
832,1,278,HA
833,2,278,HA
834,3,278,HA
835,1,279,HA
836,2,279,HA
837,3,279,HA
838,1,280,HA
839,2,280,HA
840,3,280,HA
841,1,281,HA
842,2,281,HA
843,3,281,HA
844,1,282,HA
845,2,282,HA
846,3,282,HA
847,1,283,HA
848,2,283,HA
849,3,283,HA
850,1,284,HA
851,2,284,HA
852,3,284,HA
853,1,285,HA
854,2,285,HA
855,3,285,HA
856,1,286,HA
857,2,286,HA
858,3,286,HA
859,1,287,HA
860,2,287,HA
861,3,287,HA
862,1,288,HA
863,2,288,HA
864,3,288,HA
865,1,289,HA
866,2,289,HA
867,3,289,HA
868,1,290,HA
869,2,290,HA
870,3,290,HA
871,1,291,HA
872,2,291,HA
873,3,291,HA
874,1,292,HA
875,2,292,HA
876,3,292,HA
877,1,293,HA
878,2,293,HA
879,3,293,HA
880,1,294,HA
881,2,294,HA
882,3,294,HA
883,1,295,HA
884,2,295,HA
885,3,295,HA
886,1,296,HA
887,2,296,HA
888,3,296,HA
889,1,297,HA
890,2,297,HA
891,3,297,HA
892,1,298,HA
893,2,298,HA
894,3,298,HA
895,1,299,HA
896,2,299,HA
897,3,299,HA
898,1,300,HA
899,2,300,HA
900,3,300,HA
901,1,301,HA
902,2,301,HA
903,3,301,HA
904,1,302,HA
905,2,302,HA
906,3,302,HA
907,1,303,HA
908,2,303,HA
909,3,303,HA
910,1,304,HA
911,2,304,HA
912,3,304,HA
913,1,305,HA
914,2,305,HA
915,3,305,HA
916,1,306,HA
917,2,306,HA
918,3,306,HA
919,1,307,HA
920,2,307,HA
921,3,307,HA
922,1,308,HA
923,2,308,HA
924,3,308,HA
925,1,309,HA
926,2,309,HA
927,3,309,HA
928,1,310,HA
929,2,310,HA
930,3,310,HA
931,1,311,HA
932,2,311,HA
933,3,311,HA
934,1,312,HA
935,2,312,HA
936,3,312,HA
937,1,313,HA
938,2,313,HA
939,3,313,HA
940,1,314,HA
941,2,314,HA
942,3,314,HA
943,1,315,HA
944,2,315,HA
945,3,315,HA
946,1,316,HA
947,2,316,HA
948,3,316,HA
949,1,317,HA
950,2,317,HA
951,3,317,HA
952,1,318,HA
953,2,318,HA
954,3,318,HA
955,1,319,HA
956,2,319,HA
957,3,319,HA
958,1,320,HA
959,2,320,HA
960,3,320,HA
961,1,321,HA
962,2,321,HA
963,3,321,HA
964,1,322,HA
965,2,322,HA
966,3,322,HA
967,1,323,HA
968,2,323,HA
969,3,323,HA
970,1,324,HA
971,2,324,HA
972,3,324,HA
973,1,325,HA
974,2,325,HA
975,3,325,HA
976,1,326,HA
977,2,326,HA
978,3,326,HA
979,1,327,HA
980,2,327,HA
981,3,327,HA
982,1,328,HA
983,2,328,HA
984,3,328,HA
985,1,329,HA
986,2,329,HA
987,3,329,HA
988,1,330,HA
989,2,330,HA
990,3,330,HA
991,1,331,HA
992,2,331,HA
993,3,331,HA
994,1,332,HA
995,2,332,HA
996,3,332,HA
997,1,333,HA
998,2,333,HA
999,3,333,HA
1000,1,334,HA
1001,2,334,HA
1002,3,334,HA
1003,1,335,HA
1004,2,335,HA
1005,3,335,HA
1006,1,336,HA
1007,2,336,HA
1008,3,336,HA
1009,1,337,HA
1010,2,337,HA
1011,3,337,HA
1012,1,338,HA
1013,2,338,HA
1014,3,338,HA
1015,1,339,HA
1016,2,339,HA
1017,3,339,HA
1018,1,340,HA
1019,2,340,HA
1020,3,340,HA
1021,1,341,HA
1022,2,341,HA
1023,3,341,HA
1024,1,342,HA
1025,2,342,HA
1026,3,342,HA
1027,1,343,HA
1028,2,343,HA
1029,3,343,HA
1030,1,344,HA
1031,2,344,HA
1032,3,344,HA
1033,1,345,HA
1034,2,345,HA
1035,3,345,HA
1036,1,346,HA
1037,2,346,HA
1038,3,346,HA
1039,1,347,HA
1040,2,347,HA
1041,3,347,HA
1042,1,348,HA
1043,2,348,HA
1044,3,348,HA
1045,1,349,HA
1046,2,349,HA
1047,3,349,HA
1048,1,350,HA
1049,2,350,HA
1050,3,350,HA
1051,1,351,HA
1052,2,351,HA
1053,3,351,HA
1054,1,352,HA
1055,2,352,HA
1056,3,352,HA
1057,1,353,HA
1058,2,353,HA
1059,3,353,HA
1060,1,354,HA
1061,2,354,HA
1062,3,354,HA
1063,1,355,HA
1064,2,355,HA
1065,3,355,HA
1066,1,356,HA
1067,2,356,HA
1068,3,356,HA
1069,1,357,HA
1070,2,357,HA
1071,3,357,HA
1072,1,358,HA
1073,2,358,HA
1074,3,358,HA
1075,1,359,HA
1076,2,359,HA
1077,3,359,HA
1078,1,360,HA
1079,2,360,HA
1080,3,360,HA
1081,1,361,HA
1082,2,361,HA
1083,3,361,HA
1084,1,362,HA
1085,2,362,HA
1086,3,362,HA
1087,1,363,HA
1088,2,363,HA
1089,3,363,HA
1090,1,364,HA
1091,2,364,HA
1092,3,364,HA
1093,1,365,HA
1094,2,365,HA
1095,3,365,HA
1096,1,366,HA
1097,2,366,HA
1098,3,366,HA
1099,1,367,HA
1100,2,367,HA
1101,3,367,HA
1102,1,368,HA
1103,2,368,HA
1104,3,368,HA
1105,1,369,HA
1106,2,369,HA
1107,3,369,HA
1108,1,370,HA
1109,2,370,HA
1110,3,370,HA
1111,1,371,HA
1112,2,371,HA
1113,3,371,HA
1114,1,372,HA
1115,2,372,HA
1116,3,372,HA
1117,1,373,HA
1118,2,373,HA
1119,3,373,HA
1120,1,374,HA
1121,2,374,HA
1122,3,374,HA
1123,1,375,HA
1124,2,375,HA
1125,3,375,HA
1126,1,376,HA
1127,2,376,HA
1128,3,376,HA
1129,1,377,HA
1130,2,377,HA
1131,3,377,HA
1132,1,378,HA
1133,2,378,HA
1134,3,378,HA
1135,1,379,HA
1136,2,379,HA
1137,3,379,HA
1138,1,380,HA
1139,2,380,HA
1140,3,380,HA
1141,1,381,HA
1142,2,381,HA
1143,3,381,HA
1144,1,382,HA
1145,2,382,HA
1146,3,382,HA
1147,1,383,HA
1148,2,383,HA
1149,3,383,HA
1150,1,384,HA
1151,2,384,HA
1152,3,384,HA
1153,1,385,HA
1154,2,385,HA
1155,3,385,HA
1156,1,386,HA
1157,2,386,HA
1158,3,386,HA
1159,1,387,HA
1160,2,387,HA
1161,3,387,HA
1162,1,388,HA
1163,2,388,HA
1164,3,388,HA
1165,1,389,HA
1166,2,389,HA
1167,3,389,HA
1168,1,390,HA
1169,2,390,HA
1170,3,390,HA
1171,1,391,HA
1172,2,391,HA
1173,3,391,HA
1174,1,392,HA
1175,2,392,HA
1176,3,392,HA
1177,1,393,HA
1178,2,393,HA
1179,3,393,HA
1180,1,394,HA
1181,2,394,HA
1182,3,394,HA
1183,1,395,HA
1184,2,395,HA
1185,3,395,HA
1186,1,396,HA
1187,2,396,HA
1188,3,396,HA
1189,1,397,HA
1190,2,397,HA
1191,3,397,HA
1192,1,398,HA
1193,2,398,HA
1194,3,398,HA
1195,1,399,HA
1196,2,399,HA
1197,3,399,HA
1198,1,400,HA
1199,2,400,HA
1200,3,400,HA
1201,1,401,HA
1202,2,401,HA
1203,3,401,HA
1204,1,402,HA
1205,2,402,HA
1206,3,402,HA
1207,1,403,HA
1208,2,403,HA
1209,3,403,HA
1210,1,404,HA
1211,2,404,HA
1212,3,404,HA
1213,1,405,HA
1214,2,405,HA
1215,3,405,HA
1216,1,406,HA
1217,2,406,HA
1218,3,406,HA
1219,1,407,HA
1220,2,407,HA
1221,3,407,HA
1222,1,408,HA
1223,2,408,HA
1224,3,408,HA
1225,1,409,HA
1226,2,409,HA
1227,3,409,HA
1228,1,410,HA
1229,2,410,HA
1230,3,410,HA
1231,1,411,HA
1232,2,411,HA
1233,3,411,HA
1234,1,412,HA
1235,2,412,HA
1236,3,412,HA
1237,1,413,HA
1238,2,413,HA
1239,3,413,HA
1240,1,414,HA
1241,2,414,HA
1242,3,414,HA
1243,1,415,HA
1244,2,415,HA
1245,3,415,HA
1246,1,416,HA
1247,2,416,HA
1248,3,416,HA
1249,1,417,HA
1250,2,417,HA
1251,3,417,HA
1252,1,418,HA
1253,2,418,HA
1254,3,418,HA
1255,1,419,HA
1256,2,419,HA
1257,3,419,HA
1258,1,420,HA
1259,2,420,HA
1260,3,420,HA
1261,1,421,HA
1262,2,421,HA
1263,3,421,HA
1264,1,422,HA
1265,2,422,HA
1266,3,422,HA
1267,1,423,HA
1268,2,423,HA
1269,3,423,HA
1270,1,424,HA
1271,2,424,HA
1272,3,424,HA
1273,1,425,HA
1274,2,425,HA
1275,3,425,HA
1276,1,426,HA
1277,2,426,HA
1278,3,426,HA
1279,1,427,HA
1280,2,427,HA
1281,3,427,HA
1282,1,428,HA
1283,2,428,HA
1284,3,428,HA
1285,1,429,HA
1286,2,429,HA
1287,3,429,HA
1288,1,430,HA
1289,2,430,HA
1290,3,430,HA
1291,1,431,HA
1292,2,431,HA
1293,3,431,HA
1294,1,432,HA
1295,2,432,HA
1296,3,432,HA
1297,1,433,HA
1298,2,433,HA
1299,3,433,HA
1300,1,434,HA
1301,2,434,HA
1302,3,434,HA
1303,1,435,HA
1304,2,435,HA
1305,3,435,HA
1306,1,436,HA
1307,2,436,HA
1308,3,436,HA
1309,1,437,HA
1310,2,437,HA
1311,3,437,HA
1312,1,438,HA
1313,2,438,HA
1314,3,438,HA
1315,1,439,HA
1316,2,439,HA
1317,3,439,HA
1318,1,440,HA
1319,2,440,HA
1320,3,440,HA
1321,1,441,HA
1322,2,441,HA
1323,3,441,HA
1324,1,442,HA
1325,2,442,HA
1326,3,442,HA
1327,1,443,HA
1328,2,443,HA
1329,3,443,HA
1330,1,444,HA
1331,2,444,HA
1332,3,444,HA
1333,1,445,HA
1334,2,445,HA
1335,3,445,HA
1336,1,446,HA
1337,2,446,HA
1338,3,446,HA
1339,1,447,HA
1340,2,447,HA
1341,3,447,HA
1342,1,448,HA
1343,2,448,HA
1344,3,448,HA
1345,1,449,HA
1346,2,449,HA
1347,3,449,HA
1348,1,450,HA
1349,2,450,HA
1350,3,450,HA
1351,1,451,HA
1352,2,451,HA
1353,3,451,HA
1354,1,452,HA
1355,2,452,HA
1356,3,452,HA
1357,1,453,HA
1358,2,453,HA
1359,3,453,HA
1360,1,454,HA
1361,2,454,HA
1362,3,454,HA
1363,1,455,HA
1364,2,455,HA
1365,3,455,HA
1366,1,456,HA
1367,2,456,HA
1368,3,456,HA
1369,1,457,HA
1370,2,457,HA
1371,3,457,HA
1372,1,458,HA
1373,2,458,HA
1374,3,458,HA
1375,1,459,HA
1376,2,459,HA
1377,3,459,HA
1378,1,460,HA
1379,2,460,HA
1380,3,460,HA
1381,1,461,HA
1382,2,461,HA
1383,3,461,HA
1384,1,462,HA
1385,2,462,HA
1386,3,462,HA
1387,1,463,HA
1388,2,463,HA
1389,3,463,HA
1390,1,464,HA
1391,2,464,HA
1392,3,464,HA
1393,1,465,HA
1394,2,465,HA
1395,3,465,HA
1396,1,466,HA
1397,2,466,HA
1398,3,466,HA
1399,1,467,HA
1400,2,467,HA
1401,3,467,HA
1402,1,468,HA
1403,2,468,HA
1404,3,468,HA
1405,1,469,HA
1406,2,469,HA
1407,3,469,HA
1408,1,470,HA
1409,2,470,HA
1410,3,470,HA
1411,1,471,HA
1412,2,471,HA
1413,3,471,HA
1414,1,472,HA
1415,2,472,HA
1416,3,472,HA
1417,1,473,HA
1418,2,473,HA
1419,3,473,HA
1420,1,474,HA
1421,2,474,HA
1422,3,474,HA
1423,1,475,HA
1424,2,475,HA
1425,3,475,HA
1426,1,476,HA
1427,2,476,HA
1428,3,476,HA
1429,1,477,HA
1430,2,477,HA
1431,3,477,HA
1432,1,478,HA
1433,2,478,HA
1434,3,478,HA
1435,1,479,HA
1436,2,479,HA
1437,3,479,HA
1438,1,480,HA
1439,2,480,HA
1440,3,480,HA
1441,1,481,HA
1442,2,481,HA
1443,3,481,HA
1444,1,482,HA
1445,2,482,HA
1446,3,482,HA
1447,1,483,HA
1448,2,483,HA
1449,3,483,HA
1450,1,484,HA
1451,2,484,HA
1452,3,484,HA
1453,1,485,HA
1454,2,485,HA
1455,3,485,HA
1456,1,486,HA
1457,2,486,HA
1458,3,486,HA
1459,1,487,HA
1460,2,487,HA
1461,3,487,HA
1462,1,488,HA
1463,2,488,HA
1464,3,488,HA
1465,1,489,HA
1466,2,489,HA
1467,3,489,HA
1468,1,490,HA
1469,2,490,HA
1470,3,490,HA
1471,1,491,HA
1472,2,491,HA
1473,3,491,HA
1474,1,492,HA
1475,2,492,HA
1476,3,492,HA
1477,1,493,HA
1478,2,493,HA
1479,3,493,HA
1480,1,494,HA
1481,2,494,HA
1482,3,494,HA
1483,1,495,HA
1484,2,495,HA
1485,3,495,HA
1486,1,496,HA
1487,2,496,HA
1488,3,496,HA
1489,1,497,HA
1490,2,497,HA
1491,3,497,HA
1492,1,498,HA
1493,2,498,HA
1494,3,498,HA
1495,1,499,HA
1496,2,499,HA
