site,codon_position,codon_site,gene
602,1;2,44;201,NEP;NS1
603,2;3,44;201,NEP;NS1
604,3;1,44;202,NEP;NS1
605,1;2,45;202,NEP;NS1
606,2;3,45;202,NEP;NS1
607,3;1,45;203,NEP;NS1
608,1;2,46;203,NEP;NS1
609,2;3,46;203,NEP;NS1
610,3;1,46;204,NEP;NS1
611,1;2,47;204,NEP;NS1
612,2;3,47;204,NEP;NS1
613,3;1,47;205,NEP;NS1
614,1;2,48;205,NEP;NS1
615,2;3,48;205,NEP;NS1
616,3;1,48;206,NEP;NS1
617,1;2,49;206,NEP;NS1
618,2;3,49;206,NEP;NS1
619,3;1,49;207,NEP;NS1
620,1;2,50;207,NEP;NS1
621,2;3,50;207,NEP;NS1
622,3;1,50;208,NEP;NS1
623,1;2,51;208,NEP;NS1
624,2;3,51;208,NEP;NS1
625,3;1,51;209,NEP;NS1
626,1;2,52;209,NEP;NS1
627,2;3,52;209,NEP;NS1
628,3;1,52;210,NEP;NS1
629,1;2,53;210,NEP;NS1
630,2;3,53;210,NEP;NS1
631,3;1,53;211,NEP;NS1
632,1;2,54;211,NEP;NS1
633,2;3,54;211,NEP;NS1
634,3;1,54;212,NEP;NS1
635,1;2,55;212,NEP;NS1
636,2;3,55;212,NEP;NS1
637,3;1,55;213,NEP;NS1
638,1;2,56;213,NEP;NS1
639,2;3,56;213,NEP;NS1
640,3;1,56;214,NEP;NS1
641,1;2,57;214,NEP;NS1
642,2;3,57;214,NEP;NS1
643,3;1,57;215,NEP;NS1
644,1;2,58;215,NEP;NS1
645,2;3,58;215,NEP;NS1
646,3;1,58;216,NEP;NS1
647,1;2,59;216,NEP;NS1
648,2;3,59;216,NEP;NS1
649,3;1,59;217,NEP;NS1
650,1;2,60;217,NEP;NS1
651,2;3,60;217,NEP;NS1
652,3;1,60;218,NEP;NS1
653,1;2,61;218,NEP;NS1
654,2;3,61;218,NEP;NS1
655,3;1,61;219,NEP;NS1
656,1;2,62;219,NEP;NS1
657,2;3,62;219,NEP;NS1
658,3;1,62;220,NEP;NS1
659,1;2,63;220,NEP;NS1
660,2;3,63;220,NEP;NS1
661,3;1,63;221,NEP;NS1
662,1;2,64;221,NEP;NS1
663,2;3,64;221,NEP;NS1
664,3;1,64;222,NEP;NS1
665,1;2,65;222,NEP;NS1
666,2;3,65;222,NEP;NS1
667,3;1,65;223,NEP;NS1
668,1;2,66;223,NEP;NS1
669,2;3,66;223,NEP;NS1
670,3;1,66;224,NEP;NS1
671,1;2,67;224,NEP;NS1
672,2;3,67;224,NEP;NS1
673,3;1,67;225,NEP;NS1
674,1;2,68;225,NEP;NS1
675,2;3,68;225,NEP;NS1
676,3;1,68;226,NEP;NS1
677,1;2,69;226,NEP;NS1
678,2;3,69;226,NEP;NS1
679,3;1,69;227,NEP;NS1
680,1;2,70;227,NEP;NS1
681,2;3,70;227,NEP;NS1
682,3;1,70;228,NEP;NS1
683,1;2,71;228,NEP;NS1
684,2;3,71;228,NEP;NS1
685,3;1,71;229,NEP;NS1
686,1;2,72;229,NEP;NS1
687,2;3,72;229,NEP;NS1
688,3;1,72;230,NEP;NS1
689,1;2,73;230,NEP;NS1
690,2;3,73;230,NEP;NS1
691,3;1,73;231,NEP;NS1
692,1;2,74;231,NEP;NS1
693,2;3,74;231,NEP;NS1
694,3;1,74;232,NEP;NS1
695,1;2,75;232,NEP;NS1
696,2;3,75;232,NEP;NS1
697,3;1,75;233,NEP;NS1
698,1;2,76;233,NEP;NS1
699,2;3,76;233,NEP;NS1
700,3;1,76;234,NEP;NS1
701,1;2,77;234,NEP;NS1
702,2;3,77;234,NEP;NS1
703,3;1,77;235,NEP;NS1
704,1;2,78;235,NEP;NS1
705,2;3,78;235,NEP;NS1
706,3;1,78;236,NEP;NS1
707,1;2,79;236,NEP;NS1
708,2;3,79;236,NEP;NS1
709,3;1,79;237,NEP;NS1
710,1;2,80;237,NEP;NS1
711,2;3,80;237,NEP;NS1
712,3;1,80;238,NEP;NS1
713,1;2,81;238,NEP;NS1
714,2;3,81;238,NEP;NS1
715,3,81,NEP
716,1,82,NEP
717,2,82,NEP
718,3,82,NEP
719,1,83,NEP
720,2,83,NEP
721,3,83,NEP
722,1,84,NEP
723,2,84,NEP
724,3,84,NEP
725,1,85,NEP
726,2,85,NEP
727,3,85,NEP
728,1,86,NEP
729,2,86,NEP
730,3,86,NEP
731,1,87,NEP
732,2,87,NEP
733,3,87,NEP
734,1,88,NEP
735,2,88,NEP
736,3,88,NEP
737,1,89,NEP
738,2,89,NEP
739,3,89,NEP
740,1,90,NEP
741,2,90,NEP
742,3,90,NEP
743,1,91,NEP
744,2,91,NEP
745,3,91,NEP
746,1,92,NEP
747,2,92,NEP
748,3,92,NEP
749,1,93,NEP
750,2,93,NEP
751,3,93,NEP
752,1,94,NEP
753,2,94,NEP
754,3,94,NEP
755,1,95,NEP
756,2,95,NEP
757,3,95,NEP
758,1,96,NEP
759,2,96,NEP
760,3,96,NEP
761,1,97,NEP
762,2,97,NEP
763,3,97,NEP
764,1,98,NEP
765,2,98,NEP
766,3,98,NEP
767,1,99,NEP
768,2,99,NEP
769,3,99,NEP
770,1,100,NEP
771,2,100,NEP
772,3,100,NEP
773,1,101,NEP
774,2,101,NEP
775,3,101,NEP
776,1,102,NEP
777,2,102,NEP
778,3,102,NEP
779,1,103,NEP
780,2,103,NEP
781,3,103,NEP
782,1,104,NEP
783,2,104,NEP
784,3,104,NEP
785,1,105,NEP
786,2,105,NEP
787,3,105,NEP
788,1,106,NEP
789,2,106,NEP
790,3,106,NEP
791,1,107,NEP
792,2,107,NEP
793,3,107,NEP
794,1,108,NEP
795,2,108,NEP
796,3,108,NEP
797,1,109,NEP
798,2,109,NEP
799,3,109,NEP
800,1,110,NEP
801,2,110,NEP
802,3,110,NEP
803,1,111,NEP
804,2,111,NEP
805,3,111,NEP
806,1,112,NEP
807,2,112,NEP
808,3,112,NEP
809,1,113,NEP
810,2,113,NEP
811,3,113,NEP
812,1,114,NEP
813,2,114,NEP
814,3,114,NEP
815,1,115,NEP
816,2,115,NEP
817,3,115,NEP
818,1,116,NEP
819,2,116,NEP
820,3,116,NEP
821,1,117,NEP
822,2,117,NEP
823,3,117,NEP
824,1,118,NEP
825,2,118,NEP
826,3,118,NEP
827,1,119,NEP
828,2,119,NEP
829,3,119,NEP
830,1,120,NEP
831,2,120,NEP
832,3,120,NEP
833,1,121,NEP
834,2,121,NEP
835,3,121,NEP
836,1,122,NEP
837,2,122,NEP
838,3,122,NEP
